"Year","Year ending","Offence Division","Offence Subdivision","Offence Subgroup","Offence Count","Rate per 100,000 population"
2026,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",56,0.778163825
2026,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",35,0.486352391
2026,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",11,0.152853609
2026,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",128,1.778660172
2026,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",10956,152.242194104
2026,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",8301,115.348891316
2026,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",3299,45.842186779
2026,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",15340,213.161304998
2026,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",14915,207.255597395
2026,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",5103,70.910178579
2026,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",5494,76.343429574
2026,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",299,4.154838996
2026,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",3458,48.051616211
2026,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",2923,40.617372523
2026,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",220,3.057072171
2026,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",545,7.573201514
2026,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",1,0.013895783
2026,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2887,40.11712435
2026,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",371,5.155335343
2026,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",346,4.807940778
2026,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",209,2.904218562
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1911,26.554840538
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",1184,16.452606592
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",2409,33.47494027
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",1585,22.024815412
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",4382,60.891319329
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",3462,48.107199342
2026,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",2222,30.876428925
2026,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",16,0.222332522
2026,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",1853,25.748885147
2026,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",2635,36.615387136
2026,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",2821,39.200002699
2026,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",61,0.847642738
2026,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",845,11.741936292
2026,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",42954,596.879445559
2026,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3881,53.929532249
2026,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",539,7.489826818
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",6299,87.529534562
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",358,4.974690169
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",6,0.083374696
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",20003,277.957339236
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",15321,212.897285129
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",102,1.417369825
2026,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",31851,442.594571414
2026,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",80786,1122.58469267
2026,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",41775,580.496317881
2026,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",7316,101.661545461
2026,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",17782,247.094806093
2026,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",36,0.500248173
2026,"March","B Property and deception offences","B40 Theft","B49 Other theft",56135,780.039755936
2026,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",4211,58.515140505
2026,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",19,0.264019869
2026,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",27423,381.064046086
2026,"March","B Property and deception offences","B50 Deception","B54 State false information",644,8.948883991
2026,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",16,0.222332522
2026,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",107,1.486848738
2026,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",550,7.642680427
2026,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",4,0.05558313
2026,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",68,0.944913216
2026,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",3247,45.119606084
2026,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",595,8.267990644
2026,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs",1,0.013895783
2026,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1719,23.88685028
2026,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",136,1.889826433
2026,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",27853,387.039232601
2026,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",14,0.194540956
2026,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",5713,79.386605962
2026,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",11767,163.511673788
2026,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",303,4.210422126
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",1984,27.569232667
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",28,0.389081913
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",2484,34.517123964
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",390,5.419355212
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",2091,29.056081405
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",429,5.961290733
2026,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",297,4.127047431
2026,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",383,5.322084734
2026,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",9,0.125062043
2026,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",16,0.222332522
2026,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",4750,66.004967323
2026,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",22,0.305707217
2026,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",3,0.041687348
2026,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",255,3.543424562
2026,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",3,0.041687348
2026,"March","D Public order and security offences","D40 Public security offences","D49 Other public security offences",5,0.069478913
2026,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",157,2.181637867
2026,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",2,0.027791565
2026,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",10914,151.658571235
2026,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",517,7.184119601
2026,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",694,9.643673121
2026,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",2391,33.224816183
2026,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",61501,854.604525337
2026,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",6105,84.833752739
2026,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",16894,234.75535115
2026,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1727,23.998016541
2026,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",3,0.041687348
2026,"March","F Other offences","F10 Regulatory driving offences","F15 Licensing offences",2,0.027791565
2026,"March","F Other offences","F10 Regulatory driving offences","F16 Registration and roadworthiness offences",5,0.069478913
2026,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",26,0.361290347
2026,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",168,2.334491476
2026,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",18,0.250124087
2026,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",90,1.250620433
2026,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",10,0.138957826
2026,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",233,3.237717344
2026,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",145,2.014888476
2026,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",14,0.194540956
2026,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",315,4.377171517
2026,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",2,0.027791565
2026,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",116,1.611910781
2026,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",95,1.320099346
2026,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",54,0.75037226
2026,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",182,2.529032432
2026,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",48,0.666997565
2026,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",32,0.444665043
2025,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",69,0.975422326
2025,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",24,0.339277331
2025,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",31,0.438233219
2025,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",99,1.39951899
2025,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",9245,130.692455137
2025,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",8825,124.755101848
2025,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",3406,48.149107863
2025,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",16281,230.157259284
2025,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",14967,211.581825422
2025,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",5291,74.796514887
2025,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",6481,91.619015872
2025,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",519,7.336872279
2025,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",4296,60.730642214
2025,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",1375,19.437763744
2025,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",281,3.972372081
2025,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",572,8.086109717
2025,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",3348,47.329187647
2025,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",428,6.050445733
2025,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",308,4.354059079
2025,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",163,2.304258538
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1770,25.021703147
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",1172,16.568042988
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",2417,34.168054523
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",1410,19.932543185
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",4419,62.469438534
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",3314,46.848544762
2025,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1950,27.566283128
2025,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",25,0.353413886
2025,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",1612,22.788127386
2025,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",2887,40.812235585
2025,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",2938,41.533199913
2025,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",54,0.763373994
2025,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",737,10.418641367
2025,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",44186,624.63783912
2025,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3877,54.80742548
2025,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",572,8.086109717
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",7867,111.212281726
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",508,7.181370169
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",12,0.169638665
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",22927,324.108806805
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",18667,263.887080588
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",91,1.286426546
2025,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",31531,445.739729898
2025,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",82365,1164.357389651
2025,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",41756,590.286009376
2025,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",8642,122.1681122
2025,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",18324,259.038242068
2025,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",39,0.551325663
2025,"March","B Property and deception offences","B40 Theft","B49 Other theft",57509,812.979167382
2025,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",2667,37.702193386
2025,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",13,0.183775221
2025,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",24069,340.25275313
2025,"March","B Property and deception offences","B50 Deception","B54 State false information",655,9.25944382
2025,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",14,0.197911776
2025,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",110,1.5550211
2025,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",389,5.49912007
2025,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",11,0.15550211
2025,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",82,1.159197547
2025,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",3379,47.767420866
2025,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",679,9.598721151
2025,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs",4,0.056546222
2025,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1654,23.381862715
2025,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",179,2.530443426
2025,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",26753,378.195267958
2025,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",19,0.268594554
2025,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",5687,80.394590845
2025,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",10931,154.526687626
2025,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",258,3.647231306
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",2183,30.860100548
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",51,0.720964328
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",2040,28.838573118
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",299,4.22683008
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",1945,27.495600351
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",371,5.244662072
2025,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",252,3.562411973
2025,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",489,6.912775615
2025,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",19,0.268594554
2025,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",1,0.014136555
2025,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",4781,67.586871607
2025,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",19,0.268594554
2025,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",1,0.014136555
2025,"March","D Public order and security offences","D40 Public security offences","D42 Sabotage",1,0.014136555
2025,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",280,3.958235526
2025,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",3,0.042409666
2025,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",143,2.021527429
2025,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",6,0.084819333
2025,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",10578,149.536483552
2025,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",661,9.344263153
2025,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",409,5.781851179
2025,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",2282,32.259619537
2025,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",63526,898.038821526
2025,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",6015,85.031381033
2025,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",9855,139.315753961
2025,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1939,27.410781018
2025,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",1,0.014136555
2025,"March","F Other offences","F10 Regulatory driving offences","F12 Drug driving",2,0.028273111
2025,"March","F Other offences","F10 Regulatory driving offences","F15 Licensing offences",14,0.197911776
2025,"March","F Other offences","F10 Regulatory driving offences","F16 Registration and roadworthiness offences",5,0.070682777
2025,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",28,0.395823553
2025,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",174,2.459760648
2025,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",8,0.113092444
2025,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",103,1.456065211
2025,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",10,0.141365555
2025,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",156,2.20530265
2025,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",15,0.212048332
2025,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",9,0.127228999
2025,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",424,5.993899511
2025,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",2,0.028273111
2025,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",4,0.056546222
2025,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",125,1.767069431
2025,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",184,2.601126203
2025,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",29,0.409960108
2025,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",268,3.788596861
2025,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",52,0.735100883
2025,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",48,0.678554662
2024,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",51,0.733711497
2024,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",31,0.445981498
2024,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",17,0.244570499
2024,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",117,1.683220493
2024,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",7615,109.553197033
2024,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",7943,114.271969013
2024,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",2926,42.09489882
2024,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",15548,223.681301046
2024,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",13168,189.441431192
2024,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",4916,70.724033698
2024,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",6438,92.620286605
2024,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",498,7.164476969
2024,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",2539,36.527323344
2024,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",1063,15.292849435
2024,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",200,2.877299988
2024,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",460,6.617789972
2024,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",5,0.0719325
2024,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2763,39.74989933
2024,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",417,5.999170474
2024,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",473,6.804814471
2024,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",103,1.481809494
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1598,22.989626902
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",1034,14.875640937
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",2132,30.672017869
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",1185,17.048002427
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",3858,55.503116763
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",3009,43.288978315
2024,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1504,21.637295908
2024,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",28,0.402821998
2024,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",1442,20.745332912
2024,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",3050,43.878824813
2024,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",2180,31.362569866
2024,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",45,0.647392497
2024,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",459,6.603403472
2024,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",38660,556.182087628
2024,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3768,54.208331769
2024,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",508,7.308341969
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",6035,86.82252713
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",219,3.150643487
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",13,0.187024499
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",19875,285.931686281
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",13649,196.361337663
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",63,0.906349496
2024,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",21440,308.446558684
2024,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",59162,851.13410937
2024,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",29788,428.545060172
2024,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",7945,114.300742013
2024,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",15017,216.042069579
2024,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",43,0.618619497
2024,"March","B Property and deception offences","B40 Theft","B49 Other theft",48242,694.03353004
2024,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",2908,41.835941822
2024,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",15,0.215797499
2024,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",27920,401.671078287
2024,"March","B Property and deception offences","B50 Deception","B54 State false information",689,9.912298458
2024,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",19,0.273343499
2024,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",99,1.424263494
2024,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",493,7.09254447
2024,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",9,0.129478499
2024,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",70,1.007054996
2024,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",3841,55.258546264
2024,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",763,10.976899453
2024,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs",2,0.028773
2024,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1423,20.471989413
2024,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",156,2.24429399
2024,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",24091,346.585170022
