"Year","Year ending","Offence Division","Offence Subdivision","Offence Group","Alleged Offender Incidents","Rate per 100,000 population 10 years and older","Rate per 100,000 population 12 years and older"
2023,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs & C23 Possess drug manufacturing equipment or precursor",755,12.578276866,12.936118534
2023,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",33,0.549778989,0.56541975
2023,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",9068,151.072602147,155.370493862
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",1580,26.322751587,27.071612296
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",5167,86.082061678,88.531025781
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",129,2.149136047,2.210277206
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",436,7.263746641,7.470394279
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",3019,50.296447495,51.727340204
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",984,16.393409849,16.859788924
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",191,3.182054148,3.27258098
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",74,1.232837733,1.267910956
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",218,3.63187332,3.73519714
2023,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",17,0.283219479,0.291276841
2023,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",47,0.78301856,0.805294796
2023,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",12,0.199919632,0.205607182
2023,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel & D36 Other public nuisance offences",49,0.816338499,0.83956266
2023,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",866,14.427533465,14.837984967
2023,"March","D Public order and security offences","D40 Public security offences","D40 Public security offences",13,0.216579602,0.222741114
2023,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody & E12 Fail to appear",32,0.533119019,0.548285819
2023,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",1463,24.373535172,25.066942272
2023,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",318,5.297870256,5.448590323
2023,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",145,2.415695557,2.484420116
2023,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",532,8.863103699,9.115251735
2023,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",15981,266.242970326,273.817364623
2023,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",1952,32.520260189,33.445434938
2023,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",7495,124.866470346,128.418819088
2023,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",937,15.610391289,16.054494128
2023,"March","F Other offences","F10 Regulatory driving offences & F20 Transport regulation offences","F10 Regulatory driving offences & F20 Transport regulation offences",136,2.265755833,2.330214729
2023,"March","F Other offences","F30 Other government regulatory offences","F30 Other government regulatory offences",61,1.016258131,1.045169842
2023,"March","F Other offences","F90 Miscellaneous offences","F90 Miscellaneous offences",676,11.262139287,11.582537919
2022,"March","A Crimes against the person","A10 Homicide and related offences","A10 Homicide and related offences",166,2.851087363,2.932399017
2022,"March","A Crimes against the person","A20 Assault and related offences","A21 Serious assault",11348,194.904454223,200.463036404
2022,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",1852,31.808516851,32.715680597
2022,"March","A Crimes against the person","A20 Assault and related offences","A23 Common assault",17182,295.104717347,303.520963297
2022,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",1176,20.198064696,20.774103878
2022,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",1501,25.780012847,26.515246532
2022,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",87,1.494244582,1.536859726
2022,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",470,8.072355788,8.30257553
2022,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",344,5.908277428,6.076778685
2022,"March","A Crimes against the person","A40 Abduction and related offences","A40 Abduction and related offences",290,4.980815274,5.122865752
2022,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",1723,29.592912815,30.43688859
2022,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",114,1.957975659,2.013816192
2022,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",36,0.618308103,0.635941955
2022,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",25,0.429380627,0.441626358
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A71 Stalking",1493,25.642611046,26.373926097
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A72 Harassment and private nuisance",379,6.509410306,6.695055587
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A73 Threatening behaviour",3778,64.888000357,66.738575214
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",699,12.005482332,12.347872968
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",20,0.343504502,0.353301086
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",348,5.976978328,6.147438903
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",1607,27.600586706,28.387742289
2022,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",599,10.287959824,10.581367537
2022,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",28,0.480906302,0.494621521
2022,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",174,2.988489164,3.073719451
2022,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",8632,148.256542902,152.484748875
2022,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",257,4.414032846,4.53991896
2022,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",53,0.910286929,0.936247879
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B31 Aggravated burglary",1797,30.863879471,31.74410261
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B32 Non-aggravated burglary",5702,97.933133414,100.726139723
2022,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",4605,79.0919115,81.347575136
2022,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",3606,61.933861643,63.700185872
2022,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",8295,142.46849205,146.53162557
2022,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",424,7.282295434,7.489983031
2022,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",2642,45.376944665,46.671073509
2022,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",4,0.0687009,0.070660217
2022,"March","B Property and deception offences","B40 Theft","B49 Other theft",3854,66.193317463,68.081119343
2022,"March","B Property and deception offences","B50 Deception & B60 Bribery","B51 Forgery and counterfeiting",954,16.385164728,16.85246182
2022,"March","B Property and deception offences","B50 Deception & B60 Bribery","B53 Obtain benefit by deception",4267,73.286685422,75.376786776
2022,"March","B Property and deception offences","B50 Deception & B60 Bribery","B54 State false information",352,6.045679229,6.21809912
2022,"March","B Property and deception offences","B50 Deception & B60 Bribery","B56 Professional malpractice and misrepresentation",36,0.618308103,0.635941955
2022,"March","B Property and deception offences","B50 Deception & B60 Bribery","Other deception offences & B61 Bribery of officials",99,1.700347283,1.748840378
2022,"March","C Drug offences","C10 Drug dealing and trafficking & C90 Other drug offences","C11 Drug dealing & C99 Other drug offences",13,0.223277926,0.229645706
2022,"March","C Drug offences","C10 Drug dealing and trafficking & C90 Other drug offences","C12 Drug trafficking",2383,40.928561369,42.09582444
2022,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",801,13.75735529,14.149708509
2022,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs & C23 Possess drug manufacturing equipment or precursor",490,8.41586029,8.655876616
2022,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",34,0.583957653,0.600611847
2022,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",8601,147.724110924,151.937132191
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",1461,25.093003844,25.808644359
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",4604,79.074736274,81.329910081
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",126,2.16407836,2.225796844
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",393,6.749863457,6.942366347
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",3093,53.122971177,54.638013006
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",944,16.213412477,16.675811276
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",264,4.534259421,4.66357434
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",85,1.459894132,1.501529617
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",135,2.318655386,2.384782333
2022,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",31,0.532431978,0.547616684
2022,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",29,0.498081527,0.512286575
2022,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",8,0.137401801,0.141320435
2022,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel & D36 Other public nuisance offences",20,0.343504502,0.353301086
2022,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",810,13.911932316,14.308693998
2022,"March","D Public order and security offences","D40 Public security offences","D40 Public security offences",8,0.137401801,0.141320435
2022,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody & E12 Fail to appear",26,0.446555852,0.459291412
2022,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",1342,23.049152059,23.706502895
2022,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",338,5.805226077,5.97078836
2022,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",138,2.370181061,2.437777496
2022,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",490,8.41586029,8.655876616
2022,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",14504,249.10946458,256.213947832
2022,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",1854,31.842867301,32.751010706
2022,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",5128,88.074554217,90.586398544
2022,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",738,12.67531611,13.036810087
2022,"March","F Other offences","F10 Regulatory driving offences & F20 Transport regulation offences","F10 Regulatory driving offences & F20 Transport regulation offences",108,1.854924309,1.907825866
2022,"March","F Other offences","F30 Other government regulatory offences","F30 Other government regulatory offences",77,1.322492331,1.360209183
2022,"March","F Other offences","F90 Miscellaneous offences","F90 Miscellaneous offences",9829,168.815287324,173.629818894
2021,"March","A Crimes against the person","A10 Homicide and related offences","A10 Homicide and related offences",187,3.249885993,3.343109396
2021,"March","A Crimes against the person","A20 Assault and related offences","A21 Serious assault",12158,211.294726773,217.355743489
2021,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",2121,36.861006373,37.918369135
2021,"March","A Crimes against the person","A20 Assault and related offences","A23 Common assault",17987,312.597322789,321.564217645
2021,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",1321,22.957750787,23.616296854
2021,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",1479,25.703643765,26.440956129
2021,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",108,1.876939504,1.930779758
2021,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",432,7.507758017,7.723119032
2021,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",350,6.082674319,6.257156623
2021,"March","A Crimes against the person","A40 Abduction and related offences","A40 Abduction and related offences",250,4.344767371,4.469397588
2021,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2113,36.721973817,37.775348412
2021,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",165,2.867546465,2.949802408
2021,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",33,0.573509293,0.589960482
2021,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",23,0.399718598,0.411184578
2021,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A71 Stalking",1478,25.686264696,26.423078539
2021,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A72 Harassment and private nuisance",360,6.256465014,6.435932526
2021,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A73 Threatening behaviour",4168,72.435961605,74.513796583
2021,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",730,12.686720723,13.050640956
2021,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",21,0.364960459,0.375429397
2021,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",359,6.239085944,6.418054936
2021,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",1776,30.865227402,31.750600464
2021,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",544,9.454213799,9.725409151
2021,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",91,1.581495323,1.626860722
2021,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",190,3.302023202,3.396742167
2021,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",9188,159.678890409,164.259300146
2021,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",273,4.744485969,4.880582166
2021,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",55,0.955848822,0.983267469
2021,"March","B Property and deception offences","B30 Burglary/Break and enter","B31 Aggravated burglary",2009,34.914550591,35.916079015
2021,"March","B Property and deception offences","B30 Burglary/Break and enter","B32 Non-aggravated burglary",6920,120.263160822,123.71292523
2021,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",5987,104.048488994,107.033133432
2021,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",4114,71.497491853,73.548406704
2021,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",9130,158.670904379,163.222399906
2021,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",472,8.202920796,8.438222646
2021,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",3383,58.793392061,60.479888158
2021,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",5,0.086895347,0.089387952
2021,"March","B Property and deception offences","B40 Theft","B49 Other theft",5052,87.799059028,90.317586454
2021,"March","B Property and deception offences","B50 Deception & B60 Bribery","B51 Forgery and counterfeiting",1353,23.51388101,24.188379745
2021,"March","B Property and deception offences","B50 Deception & B60 Bribery","B53 Obtain benefit by deception",5465,94.976614724,97.701031269
2021,"March","B Property and deception offences","B50 Deception & B60 Bribery","B54 State false information",528,9.176148687,9.439367705
2021,"March","B Property and deception offences","B50 Deception & B60 Bribery","B56 Professional malpractice and misrepresentation",22,0.382339529,0.393306988
2021,"March","B Property and deception offences","B50 Deception & B60 Bribery","Other deception offences & B61 Bribery of officials",81,1.407704628,1.448084818
2021,"March","C Drug offences","C10 Drug dealing and trafficking & C90 Other drug offences","C11 Drug dealing & C99 Other drug offences",23,0.399718598,0.411184578
2021,"March","C Drug offences","C10 Drug dealing and trafficking & C90 Other drug offences","C12 Drug trafficking",3251,56.499354889,58.120046231
2021,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",894,15.536888118,15.982565774
2021,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs & C23 Possess drug manufacturing equipment or precursor",601,10.444820759,10.744431801
2021,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",77,1.33818835,1.376574457
2021,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",12177,211.624929093,217.695417705
2021,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",1478,25.686264696,26.423078539
2021,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",5665,98.452428621,101.276549339
2021,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",133,2.311416241,2.377719517
2021,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",324,5.630818512,5.792339274
2021,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",3813,66.266391938,68.167252009
2021,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",1102,19.15173457,19.701104567
2021,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",378,6.569288265,6.757729153
2021,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",102,1.772665087,1.823514216
2021,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",148,2.572102283,2.645883372
2021,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",20,0.34758139,0.357551807
2021,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",30,0.521372084,0.536327711
2021,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",81,1.407704628,1.448084818
2021,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel & D36 Other public nuisance offences",31,0.538751154,0.554205301
2021,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",871,15.13716952,15.571381196
2021,"March","D Public order and security offences","D40 Public security offences","D40 Public security offences",13,0.225927903,0.232408675
2021,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody & E12 Fail to appear",46,0.799437196,0.822369156
2021,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",1504,26.138120502,26.887895888
2021,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",364,6.325981292,6.507442888
2021,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",202,3.510572036,3.611273251
2021,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",614,10.670748663,10.976840476
2021,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",15141,263.136491041,270.684595506
2021,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",1959,34.045597117,35.022199498
2021,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",4792,83.280500962,85.669412963
2021,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1073,18.647741555,19.182654447
2021,"March","F Other offences","F10 Regulatory driving offences & F20 Transport regulation offences","F10 Regulatory driving offences & F20 Transport regulation offences",86,1.494599976,1.53747277
2021,"March","F Other offences","F30 Other government regulatory offences","F30 Other government regulatory offences",100,1.737906948,1.787759035
2021,"March","F Other offences","F90 Miscellaneous offences","F90 Miscellaneous offences",36284,630.582157118,648.6704883
2020,"March","A Crimes against the person","A10 Homicide and related offences","A10 Homicide and related offences",186,3.201308612,3.292566871
2020,"March","A Crimes against the person","A20 Assault and related offences","A21 Serious assault",12191,209.823404802,215.804745828
2020,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",1760,30.291952461,31.155471467
2020,"March","A Crimes against the person","A20 Assault and related offences","A23 Common assault",16629,286.207316746,294.366099448
2020,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",1327,22.839443702,23.490517407
2020,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",1470,25.30066484,26.021899464
2020,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",106,1.824401682,1.876409077
2020,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",365,6.282137868,6.461219935
2020,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",272,4.681483562,4.814936499
2020,"March","A Crimes against the person","A40 Abduction and related offences","A40 Abduction and related offences",246,4.23398881,4.354685216
2020,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2613,44.973222602,46.255253945
2020,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",221,3.803705394,3.912135906
2020,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",55,0.946623514,0.973608483
2020,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",21,0.361438069,0.371741421
2020,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A71 Stalking",1229,21.152732713,21.75572411
2020,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A72 Harassment and private nuisance",317,5.45599371,5.611525259
2020,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A73 Threatening behaviour",3704,63.750790861,65.568105861
2020,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",586,10.085843263,10.373355841
2020,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",35,0.602396782,0.619569035
2020,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",265,4.561004206,4.691022693
2020,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",1634,28.123324046,28.925022942
2020,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",669,11.514384202,11.842619552
2020,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",36,0.619608119,0.637271007
2020,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",410,7.056648016,7.257808694
2020,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",8703,149.790262652,154.060266011
2020,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",326,5.61089574,5.77084301
2020,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",55,0.946623514,0.973608483
2020,"March","B Property and deception offences","B30 Burglary/Break and enter","B31 Aggravated burglary",1653,28.450339442,29.261360418
2020,"March","B Property and deception offences","B30 Burglary/Break and enter","B32 Non-aggravated burglary",7784,133.973044293,137.792153353
2020,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",5818,100.135556487,102.990075566
2020,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",3984,68.569965116,70.52465814
2020,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",12321,212.060878563,218.106002243
2020,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",458,7.882792174,8.10750337
2020,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",3471,59.740549427,61.443546286
2020,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",7,0.120479356,0.123913807
2020,"March","B Property and deception offences","B40 Theft","B49 Other theft",6016,103.543401139,106.495066106
2020,"March","B Property and deception offences","B50 Deception & B60 Bribery","B51 Forgery and counterfeiting",1445,24.870381424,25.579350154
2020,"March","B Property and deception offences","B50 Deception & B60 Bribery","B53 Obtain benefit by deception",5112,87.98435283,90.492483034
2020,"March","B Property and deception offences","B50 Deception & B60 Bribery","B54 State false information",486,8.3647096,8.603158598
2020,"March","B Property and deception offences","B50 Deception & B60 Bribery","B56 Professional malpractice and misrepresentation",29,0.499128762,0.5133572
2020,"March","B Property and deception offences","B50 Deception & B60 Bribery","Other deception offences & B61 Bribery of officials",63,1.084314207,1.115224263
2020,"March","C Drug offences","C10 Drug dealing and trafficking & C90 Other drug offences","C11 Drug dealing & C99 Other drug offences",21,0.361438069,0.371741421
2020,"March","C Drug offences","C10 Drug dealing and trafficking & C90 Other drug offences","C12 Drug trafficking",2912,50.119412254,51.5481437
2020,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",682,11.738131579,12.072745194
2020,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs & C23 Possess drug manufacturing equipment or precursor",234,4.02745277,4.142261547
2020,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",81,1.394118267,1.433859766
2020,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",10080,173.490273185,178.43588204
2020,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",1281,22.047722217,22.676226676
2020,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",5575,95.953201687,98.688496267
2020,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",95,1.635076979,1.68168738
2020,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",264,4.543792869,4.67332072
2020,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",5170,88.982610354,91.519197435
2020,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",1465,25.214608156,25.933389602
2020,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",334,5.748586433,5.91245879
2020,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",84,1.445752277,1.486965684
2020,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",282,4.853596928,4.991956224
2020,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",24,0.413072079,0.424847338
2020,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",53,0.912200841,0.938204539
2020,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",132,2.271896435,2.33666036
2020,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel & D36 Other public nuisance offences",43,0.740087475,0.761184814
