title,url,format,wayback_url,retrieved,source_page_url,license
"Canada’s Health Care Providers, 2016 to 2020 — Data Tables",https://www.cihi.ca/sites/default/files/document/canada-health-care-providers-2016-2020-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20230525204306/https://www.cihi.ca/sites/default/files/document/canada-health-care-providers-2016-2020-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Impact of COVID-19 on physician services, March 2020 to March 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/impact-covid-19-physician-services-march-2020-to-march-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20230627070653/https://www.cihi.ca/sites/default/files/document/impact-covid-19-physician-services-march-2020-to-march-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Impact of COVID-19 on Long-Term Care, March 2020 to June 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/impact-covid-19-long-term-care-mar-2020-jun-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250820104208/https://www.cihi.ca/sites/default/files/document/impact-covid-19-long-term-care-mar-2020-jun-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Impact of COVID-19 on Emergency Department Visits, March 2020 to June 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/impact-covid-19-emerg-dept-visits-march-2020-to-june-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20251119042230/https://www.cihi.ca/sites/default/files/document/impact-covid-19-emerg-dept-visits-march-2020-to-june-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Impact of COVID-19 on Accidental Falls in Canada, March 2020 to June 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/impact-covid-19-accidental-falls-march-2020-to-june-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20220326070743/https://www.cihi.ca/sites/default/files/document/impact-covid-19-accidental-falls-march-2020-to-june-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Impact of COVID-19 on Self-Harm Behaviour, March 2020 to June 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/impact-covid-19-self-harm-behaviour-march-2020-to-june-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20220326070802/https://www.cihi.ca/sites/default/files/document/impact-covid-19-self-harm-behaviour-march-2020-to-june-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Impact of COVID-19 on Harms Caused by Substance Use, March 2020 to June 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/impact-covid-19-harms-caused-substance-use-march-2020-to-june-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240101100000/https://www.cihi.ca/sites/default/files/document/impact-covid-19-harms-caused-substance-use-march-2020-to-june-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits and Lengths of Stay by Province/Territory, 2020–2021",https://www.cihi.ca/sites/default/files/document/nacrs-emerg-dept-visits-length-of-stay-2020-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20221016224834/https://www.cihi.ca/sites/default/files/document/nacrs-emerg-dept-visits-length-of-stay-2020-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2021: A Focus on Public Drug Programs — International Comparisons, Data Tables",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-international-comparisons-1985-2019-data-table-en.xlsx,xlsx,https://web.archive.org/web/20250814161809/https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-international-comparisons-1985-2019-data-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2021: A Focus on Public Drug Programs — Top 100 Drug Classes, 2020 Data Tables",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-top-100-drug-classes-2020-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250814161833/https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-top-100-drug-classes-2020-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed drug spending in Canada, 2021 (ZIP)",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-2020-data-tables-en.zip,zip,,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Profile of Residents in Residential and Hospital-Based Continuing Care, 2020–2021",https://www.cihi.ca/sites/default/files/document/residential-and-hospital-based-continuing-care-2020-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20220803174851/https://www.cihi.ca/sites/default/files/document/residential-and-hospital-based-continuing-care-2020-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Comparing Estimated Costs of COVID-19 Hospitalizations and Other Common Hospitalizations in Canada, January 2019 to March 2020, and January 2020 to March 2021",https://www.cihi.ca/sites/default/files/document/cost-covid-19-other-hospitalizations-2019-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20220121083907/https://www.cihi.ca/sites/default/files/document/cost-covid-19-other-hospitalizations-2019-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
COVID-19 Intervention Timeline in Canada — Data Tables,https://www.cihi.ca/sites/default/files/document/scan-data-tables-covid-19-intervention-update13-en.xlsx,xlsx,https://web.archive.org/web/20240225090755/https://www.cihi.ca/sites/default/files/document/scan-data-tables-covid-19-intervention-update13-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Impact of COVID-19 on Accidental Falls in Canada — Data Tables,https://www.cihi.ca/sites/default/files/document/impact-covid-19-accidental-falls-canada-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20221115004205/https://www.cihi.ca/sites/default/files/document/impact-covid-19-accidental-falls-canada-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"e-Statistics report on transplant, waiting list and donor statistics, 2020",https://www.cihi.ca/sites/default/files/document/corr-transplant-wait-list-donor-stats-2020-en.xlsx,xlsx,https://web.archive.org/web/20250817153838/https://www.cihi.ca/sites/default/files/document/corr-transplant-wait-list-donor-stats-2020-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Injury and Trauma Emergency Department and Hospitalization Statistics, 2019–2020",https://www.cihi.ca/sites/default/files/document/injury-trauma-emergency-dept-hospitalizations-stats-2019-2020-en.xlsx,xlsx,https://web.archive.org/web/20220417212511/https://www.cihi.ca/sites/default/files/document/injury-trauma-emergency-dept-hospitalizations-stats-2019-2020-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Hip and Knee Replacements In Canada: CJRR 2019-2020 Quick Stats,https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-quickstats-2019-2020-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240715005241/https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-quickstats-2019-2020-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Long-Term Care Beds in Canada — Data Table,https://www.cihi.ca/sites/default/files/document/long-term-care-beds-canada-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250814175533/https://www.cihi.ca/sites/default/files/document/long-term-care-beds-canada-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Unintended Consequences of COVID-19: Impact on Harms Caused by Substance Use — Data Tables,https://www.cihi.ca/sites/default/files/document/unintended-consequences-covid-19-substance-use-data-table-en.xlsx,xlsx,https://web.archive.org/web/20251024152859/https://www.cihi.ca/sites/default/files/document/unintended-consequences-covid-19-substance-use-data-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Unintended Consequences of COVID-19: Impact on Self-Harm Behaviour — Data Tables,https://www.cihi.ca/sites/default/files/document/unintended-consequences-covid-19-self-harm-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250823021355/https://www.cihi.ca/sites/default/files/document/unintended-consequences-covid-19-self-harm-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hospitalization and Childbirth, 1995–1996 to 2019–2020 — Supplementary Statistics",https://www.cihi.ca/sites/default/files/document/hospital-childbirth-1995-2019-supplementary-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240218000636/https://www.cihi.ca/sites/default/files/document/hospital-childbirth-1995-2019-supplementary-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Inpatient Hospitalization, Surgery and Newborn Statistics, 2019–2020",https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-2019-2020-data-table-en.xlsx,xlsx,https://web.archive.org/web/20221208164621/https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-2019-2020-data-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hospital Beds Staffed and In Operation, 2019–2020",https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2019-2020-en.xlsx,xlsx,https://web.archive.org/web/20250817160258/https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2019-2020-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
The Impact of COVID-19 on Long-Term Care in Canada: Focus on the First 6 Months — Data Tables,https://www.cihi.ca/sites/default/files/document/impact-covid-19-long-term-care-canada-first-6-months-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20251206161850/https://www.cihi.ca/sites/default/files/document/impact-covid-19-long-term-care-canada-first-6-months-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From the Commonwealth Fund’s 2020 International Health Policy Survey of the General Population in 11 Countries — Data Tables,https://www.cihi.ca/sites/default/files/document/how-canada-compares-cmwf-survey-2020-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250531004313/https://www.cihi.ca/sites/default/files/document/how-canada-compares-cmwf-survey-2020-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From the Commonwealth Fund’s 2020 International Health Policy Survey of the General Population in 11 Countries — Quick Stats,https://www.cihi.ca/sites/default/files/document/how-canada-compares-cmwf-survey-2020-quick-stats-en.xlsx,xlsx,https://web.archive.org/web/20251029215527/https://www.cihi.ca/sites/default/files/document/how-canada-compares-cmwf-survey-2020-quick-stats-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Induced Abortions Reported in Canada in 2019,https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-in-2019-en.xlsx,xlsx,https://web.archive.org/web/20250827232030/https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-in-2019-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2020: A Focus on Public Drug Programs — International Comparisons, Data Tables",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-international-comparisons-1985-2018-data-table-en.xlsx,xlsx,https://web.archive.org/web/20230523215113/https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-international-comparisons-1985-2018-data-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2020: A Focus on Public Drug Programs — Top 100 Drug Classes, 2019 Data Tables",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-top-100-drug-classes-2019-data-table-en.xlsx,xlsx,https://web.archive.org/web/20221026172241/https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-top-100-drug-classes-2019-data-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits and Length of Stay, 2019–2020",https://www.cihi.ca/sites/default/files/document/nacrs-emerg-dept-visits-length-of-stay-2019-data-table-en.xlsx,xlsx,https://web.archive.org/web/20220721140214/https://www.cihi.ca/sites/default/files/document/nacrs-emerg-dept-visits-length-of-stay-2019-data-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Children and Youth With Medical Complexity in Canada — Data Tables,https://www.cihi.ca/sites/default/files/document/children-youth-with-medical-complexity-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250901093519/https://www.cihi.ca/sites/default/files/document/children-youth-with-medical-complexity-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Injury and Trauma Emergency Department and Hospitalization Statistics, 2018–2019",https://www.cihi.ca/sites/default/files/document/injury-trauma-emergency-dept-hospitalization-stats-2018-2019-en.xlsx,xlsx,https://web.archive.org/web/20221115014029/https://www.cihi.ca/sites/default/files/document/injury-trauma-emergency-dept-hospitalization-stats-2018-2019-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Hip and Knee Replacements in Canada: CJRR 2017-2018 Quick Stats,https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-qs-2018-en.xlsx,xlsx,https://web.archive.org/web/20240531082630/https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-qs-2018-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Hip and Knee Replacements in Canada: CJRR 2018-2019 Quick Stats,https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-quickstats-2018-2019-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20241121101224/https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-quickstats-2018-2019-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Cardiac Care Quality Indicators Report: Data Tables, 2020",https://www.cihi.ca/sites/default/files/document/ccqi-data-tables-2020-en.xlsx,xlsx,https://web.archive.org/web/20250817163737/https://www.cihi.ca/sites/default/files/document/ccqi-data-tables-2020-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
NACRS Emergency Department Visits: Comparison of January to March 2019 and January to March 2020,https://www.cihi.ca/sites/default/files/document/nacrs-ed-visits-comparison-jan-mar-2019-and-jan-mar-2020-data-tables_en.xlsx,xlsx,,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Pandemic Experience in the Long-Term Care Sector: How Does Canada Compare With Other Countries — Data Tables,https://www.cihi.ca/sites/default/files/document/covid-19-rapid-response-long-term-care-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250814173723/https://www.cihi.ca/sites/default/files/document/covid-19-rapid-response-long-term-care-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Inpatient Hospitalization, Surgery and Newborn Statistics, 2018–2019",https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-quick-stats-2018-2019-en-web.xlsx,xlsx,https://web.archive.org/web/20250321041543/https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-quick-stats-2018-2019-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hospital Beds Staffed and In Operation, 2018–2019",https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2018-2019-en-web.xlsx,xlsx,https://web.archive.org/web/20230521151619/https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2018-2019-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Estimating Planned Surgical Cancellations Due to COVID-19 Using Historical Data — Data Tables,https://www.cihi.ca/sites/default/files/document/covid-potential-impacts-of-surgery-cancellations-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250801215302/https://www.cihi.ca/sites/default/files/document/covid-potential-impacts-of-surgery-cancellations-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From the Commonwealth Fund’s 2019 International Health Policy Survey of Primary Care Physicians in 11 Countries — Quick Stats (XLSX),https://www.cihi.ca/sites/default/files/document/cmwf-2019-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20260107064709/https://www.cihi.ca/sites/default/files/document/cmwf-2019-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Induced Abortions Reported in Canada in 2018,https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-in-2018-updated-data-tables-en-web.xlsx,xlsx,https://web.archive.org/web/20250305233726/https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-in-2018-updated-data-tables-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2019: A Focus on Public Drug Programs — Top 100 Drug Classes, 2018 Data Tables",https://www.cihi.ca/sites/default/files/document/pdex-2019-top-100-data-tables-en-web.xlsx,xlsx,https://web.archive.org/web/20260718155034/https://www.cihi.ca/sites/default/files/document/pdex-2019-top-100-data-tables-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2019: A Focus on Public Drug Programs — International Comparisons, Data Tables",https://www.cihi.ca/sites/default/files/document/pdex-international-comparisons-2019-en-web.xlsx,xlsx,https://web.archive.org/web/20221026172229/https://www.cihi.ca/sites/default/files/document/pdex-international-comparisons-2019-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"CORR Annual Statistics: Organ Donors, 2009 to 2018",https://www.cihi.ca/sites/default/files/document/corr-2019-ar-donor-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250504145124/https://www.cihi.ca/sites/default/files/document/corr-2019-ar-donor-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"CORR Annual Statistics: Renal Replacement Therapy (Dialysis and Kidney Transplantation) for ESKD, 2009 to 2018",https://www.cihi.ca/sites/default/files/document/corr-2019-ar-kidney-data-tables-en.xlsx,xlsx,,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits and Length of Stay, 2018–2019 (XLXS)",https://www.cihi.ca/sites/default/files/document/nacrs-2018-2019-quickstats-en-web_0.xlsx,xlsx,https://web.archive.org/web/20250817160420/https://www.cihi.ca/sites/default/files/document/nacrs-2018-2019-quickstats-en-web_0.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Measuring Trends in Health Inequalities in Cities: Hospitalization and Day Surgery Indicator Results, Overall and by Census Metropolitan Area — Data Tables",https://www.cihi.ca/sites/default/files/document/mthic-cihi-indicators-cma-en-web.xlsx,xlsx,https://web.archive.org/web/20230426210932/https://www.cihi.ca/sites/default/files/document/mthic-cihi-indicators-cma-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Measuring Trends in Health Inequalities in Cities: Hospitalization and Day Surgery Indicator Results, by Census Subdivision — Data Tables",https://www.cihi.ca/sites/default/files/document/mthic-cihi-indicators-cma-csd-en-web.xlsx,xlsx,https://web.archive.org/web/20230311031710/https://www.cihi.ca/sites/default/files/document/mthic-cihi-indicators-cma-csd-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Hospital Stays for Harm Caused by Substance Use Among Youth Age 10 to 24 — Data Tables,https://www.cihi.ca/sites/default/files/document/hsu-youth-data-tables-2019-en-web.xlsx,xlsx,https://web.archive.org/web/20250420090528/https://www.cihi.ca/sites/default/files/document/hsu-youth-data-tables-2019-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Injury and Trauma Emergency Department and Hospitalization Statistics, 2017–2018",https://www.cihi.ca/sites/default/files/document/2017-2018-injury-and-trauma-quick-stats-en-web.xlsx,xlsx,https://web.archive.org/web/20221222124950/https://www.cihi.ca/sites/default/files/document/2017-2018-injury-and-trauma-quick-stats-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Cardiac Care Quality Indicators Report: Data Tables, 2019",https://www.cihi.ca/sites/default/files/document/ccqi-data-tables-2019-en.xlsx,xlsx,https://web.archive.org/web/20250817163750/https://www.cihi.ca/sites/default/files/document/ccqi-data-tables-2019-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Inpatient Hospitalization, Surgery and Newborn Statistics, 2017–2018",https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-quick-stats-2017-2018-en.xlsx,xlsx,https://web.archive.org/web/20251031234410/https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-quick-stats-2017-2018-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Patient Experience in Canadian Hospitals — Data Tables,https://www.cihi.ca/sites/default/files/document/patient-experience-in-canadian-hospitals-2019-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20260718155228/https://www.cihi.ca/sites/default/files/document/patient-experience-in-canadian-hospitals-2019-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Induced Abortions Reported in Canada in 2017,https://www.cihi.ca/sites/default/files/document/induced-abortion-2017-en-web.xlsx,xlsx,https://web.archive.org/web/20250827223221/https://www.cihi.ca/sites/default/files/document/induced-abortion-2017-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits and Length of Stay, 2017–2018",https://www.cihi.ca/sites/default/files/document/nacrs-2017-2018-qs-static-table-en.xlsx,xlsx,https://web.archive.org/web/20251220155731/https://www.cihi.ca/sites/default/files/document/nacrs-2017-2018-qs-static-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2018: A Focus on Public Drug Programs — Top 100 Drug Classes, 2017 Data Tables",https://www.cihi.ca/sites/default/files/document/pdex-2018-top-100-data-tables-en-web.xlsx,xlsx,,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2018: A Focus on Public Drug Programs — International Comparisons, Data Tables",https://www.cihi.ca/sites/default/files/document/pdex-2018-international-comparisons-data-tables-en-web.xlsx,xlsx,https://web.archive.org/web/20240718043938/https://www.cihi.ca/sites/default/files/document/pdex-2018-international-comparisons-data-tables-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hip and Knee Replacements in Canada — Canadian Joint Replacement Registry, 2016–2017 Quick Stats",https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-qs-2017-en_0.xlsx,xlsx,https://web.archive.org/web/20260718155324/https://www.cihi.ca/sites/default/files/document/cjrr-hip-knee-qs-2017-en_0.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Injury and Trauma Emergency Department and Hospitalization Statistics, 2016–2017",https://www.cihi.ca/sites/default/files/document/2016-2017-injury-and-trauma-quick-stats-en-web.xlsx,xlsx,https://web.archive.org/web/20250817153253/https://www.cihi.ca/sites/default/files/document/2016-2017-injury-and-trauma-quick-stats-en-web.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
