"registryid","title_of_work","artistprojectstatement","type","status","sitename","siteaddress","primarymaterial","url","photourl","ownership","neighbourhood","locationonsite","geo_local_area","descriptionofwork","photocredits","yearofinstallation","lon","lat"
375,"Right to the City","Regarding the capsules:  ""Before this tract of land became part of the Ridgeway, there was a simple beaten path crossing the space.  We see this aspect of our project as a ghost-like trace of an ephemeral, unplanned path - memorializing something that is so much a part of everyday life that it almost escapes notice…""  ""We have marked out this path with ten clear resin capsules with objects cast into them.  The objects are things you would normally carry in your pockets: notes, bus tickets, loose change, etc."" Re door and window frames: Our intention is to raise questions around ideas of ownership of and entitlement to the city: whose city?  Do we feel the city belongs to us because it is 'public'?  Or do we think of entitlement in terms of private property: what we own or don't own?"" Regarding the weathervanes: ""The turning of the signs in the wind functions as metaphor for shifting notions of community, place, and a sense of entitlement we feel as citizens.""    ""The title ""Right to the City"" comes from the urban theorist Henri Lefebvre's text by the same name which calls for a different envisioning of the city: for it to be organized for, and belong to, its inhabitants, rather than organized for profit.  The elements in this project explore the contradictions and ambiguities of public and private space.  Although we can identify in general with Vancouver as 'our city', as belonging to the public, space in the city is clearly delineated: either it belong to you or id doesn't.  The space along Nanaimo is technically public space, and unlike the neighbouring yards, anyone can go on this space.  However, in the larger scheme of things, do we feel entitled to it as a space?  We're interested in drawing attention to the public nature of this space and the claims made on the city.  Related to these ideas, this artwork addresses the ephemeral, shifting nature of the site, both in terms of the physical environment and cultural priorities.  This area was once a vacant lot and is now a small park.  We hope the work will open up a space for contemplation and reconsideration on the meaning of these transitions.  This is a chance to look at the neighbourhood in another way, and by extension, the city.""  (from the Artists' Statement, 2004)","Sculpture","In place","Ridgeway East Greenway","5500 Nanaimo at 40th, 5800 Clarendon at 45th Avenue","HSS tubular steel, steel plate, clear casting resin, aluminum plate","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=375",NA,"City of Vancouver","Kensington-Cedar Cottage","Greenspace on west side of Nanaimo at 40th and on opposite corners at Clarendon and 45th",NA,"""Right to the City"" involves three elements:  1) Ten resin capsules imbedded in the ground along the pathway at Nanaimo and 41st Avenue. The capsules contain paraphernalia that might be found in someone's purse or pocket.  2) Six metal door and window frames placed in a rectangle to evoke the structure of a house.    The doors and windows are made of HSS tubular steel, painted white.  The frames also have plates with possessive pronouns cut out of them: ours, yours, his, hers, mine, theirs.  3) Two weathervanes located on southeast and northwest corners of Clarendon and 45th Avenue.  The weathervanes are mounted on 12' poles.  They are comprised of a bearing assembly, a shaft  and a rectangular sign that turns in the wind with the words ""yours"" and ""ours"" cut out.   (from the Artists' Project Description)",NA,"2004",NA,NA
384,"Mosaic Planet",NA,"Mosaic","In place",NA,"10th & 11th Avenues and Commercial Street","Porcelain tiles","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=384",NA,"City of Vancouver","Grandview-Woodland","NW and NE corners at 10th and SE and NW corners at 11th","Kensington-Cedar Cottage","Four 4'x4' sidewalk mosaics of porcelain tiles show colourful images of community life in the area.",NA,"2002",-123.069932,49.260535
392,"Sliding Edge","""Sliding Edge"" alludes to the always moving edge of the waterfront, the sea sliding in and out on the tides, the waves lapping, the shifting of the earth's edge, the changes over time. This work refers to the site's natural and industrial context, to ideas of nature and culture.""","Site-integrated work","In place","Cascina/Denia residential towers","500 Nicola Street","Bronze figure, Rundle stone waterfall, bench and pavers, cast iron, stainless steel letters","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=392",NA,"Privately owned","Downtown","On the South side of the marina walk-way towards the East end of the building","Downtown","""Along the seawall is a rough yet elegant waterfall of black rundle stone: the stacked, linear, irregular stone edges are abstractions of geological layers… Standing on top of the waterfall is an iconic, enigmatic human figure - man in the landscape, poised between the earth and the sky."" The text is from a poem by Earle Birney, November Walk Near False Creek Mouth. Along Hastings Street is another waterfall and black stone benches are scattered along the pool edge. Cast Iron tree grates are shaped like saw blades to remind viewers of the historic use of the area.","Barbara Cole, 2004","2003",-123.12666,49.29066
400,"Three Watchmen","The piece is based on legendary Haida figures who remain watchful to alert the owner to the approach of an enemy or any threat. The three figures can be said to represent the past, present and future and the interior, exterior and supernatural worlds.","Sculpture","In place","Marguerite House, Quilchena Park","4655 Valley Drive","Bronze","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=400",NA,"Privately owned","Arbutus Ridge","Park in centre of driveway","Arbutus Ridge","This black bronze sculpture 14' high and 4' wide represents three crouching human figures wearing exceptionally high hats.",NA,"2003",-123.1518,49.244637
404,"LightShed",NA,"Sculpture","In place","Harbour Green Park seawall",NA,"Aluminum","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=404",NA,"City of Vancouver","Downtown","Bullnose projection near marina at west end of park","Downtown","The artwork is located on the downtown seawall near the Coal Harbour Community Centre and facing Stanley Park. It is based on the old boat sheds that used to line the shoreline. The artist cast a ½ scale model in aluminum and coated it with luminescent paint.  It is perched on top of cast pilings. At night a soft glow emanates from inside. Grosvenor, an international property group, commissioned this work by Liz Magor as a gift to the city. The artwork was cast in the Harman Foundry in Robert's Creek operated by Stephen Harmon, son of artist Jack Harman.",NA,"2004",-123.12337,49.29139
405,"2000 Views of Strathcona",NA,"Mosaic","In place","Strathcona Community Centre","601 Keefer Street","inkjet prints","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=405",NA,"City of Vancouver","DowntownEastside","Main lobby","Strathcona","The artist worked with people in the community to create this digital photo mosaic.",NA,"2000",-123.091546,49.27978
406,"Leaning Towards Frame Dragging","""The title of the work refers to a theoretical notion taken from Einstein's Theory of General Relativity, that the time/space frame can possibly be distorted or 'dragged' towards a large rotating gravitational mass. Experiments are currently being conducted in space by NASA with an orbiting lab, .., that may prove or disprove this theory."" -Artist's statement","Sculpture","In place","Killarney Park","45th & Killarney","Steel","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=406",NA,"City of Vancouver","Killarney","NW corner of the park",NA,"A standard light pole is tilted 6 degrees. At the top is a wind device that transmits rotational forces down the shaft to a pod beside the base. On the face of the pod is a vortex-like surface with the centre appearing to recede into the ground. The rotation of the anemometer above causes the hands to move around a sort of clock face that registers time by millennia and details significant events in the life of the Killarney region.",NA,"2005",NA,NA
410,"Red Horizontal","""The work…was conceived to function both from a distance and in close proximity. When approaching the artwork from a distance - such as the water or walking along the seawall - the work appears as a thin red horizontal line in contrast to a predominantly vertical architectural environment. In close proximity the viewer can see in a high degree of detail the various residences that compose the photographic aspect of the work.  The choice of material, porcelain enamel, is intended to refer to the tradition of ceramic benches and tile work found in both exterior and interior public spaces. The rich red of the porcelain adds a strong element of colour to the predominantly glass, steel and concrete environment."" -the artist","Site-integrated work","In place","False Creek Sea Wall North","David Lam Park Extension","Porcelain enamel","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=410",NA,"City of Vancouver","Downtown","Seawall benches","Downtown","""Red porcelain enamel panels are embedded in the upper portion of concrete benches that run along a portion of the seawall in the North False Creek neighbourhood. In cooperation with area residents, photographs were taken of the interior spaces of the apartments, condominiums, lofts or seniors' housing. These photographs were then arranged into a number of different sequences and appear as transparent halftone images layered on the red panels. A total of 257 photographs appear in the work, 29 of which are repeated. The photographs of the residences were taken in the spring and summer of 2004."" - the artist","Tomas Svab","2005",-123.125023,49.271763
411,"Untitled (light work)",NA,"Site-integrated work","In place","Shaw Tower","1067 West Cordova Street",NA,"https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=411",NA,"Privately owned","Downtown","North Point","Downtown","A thin shaft of light emerges along the length of the 149m building at sunset. The LED light can be seen from a distance and changes from green to blue as it gets higher, reflecting the transition from earth to sky.","Photo Credit:James K.M. Cheng","2005",-123.117871,49.288318
427,"VGH Energy Centre",NA,"Site-integrated work","In place","VGH Energy Centre","12th Avenue at Willow Street","Stainless steel, steam, concrete, water","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=427",NA,"Privately owned","Fairview","Plaza south side of 12th Avenue","Fairview","An interactive and integrally functional work that humanizes and animates the 45 or so intake, vent, steam and exhaust stacks rising out of the giant boiler plant below ground level. A somewhat parabolic stainless steel spiral pipe descends from the 3/4 point of one of the main stacks, down and across the site, ending over a vortex/whirlpool in the pool. The last 20 metres of the spiral rains cooling water into the pool, recycling it from, and back, into the plant itself. A number of the concrete pavers in the plaza are in fact pressure sensitive, that also cause the playful release of some of the excess steam from various vents of the system.",NA,"2008",-123.122523,49.260111
430,"Weathervane","Riding high among the rooftops in Vancouver is an unusual sight that awaits the casual viewer looking upward from street to sky; a 58 inch-high bright copper sculpture of a historical-looking figure riding a lively horse with a ringleted mane, reading a book while sitting backwards. The figure faces the direction of the wind as indicated by the four directionals and the tipped arrow upon which it rests. Closer investigation reveals this to be Rodney Graham’s Weathervane sculpture, which depicts the artist dressed as 16th Century humanist and classical scholar, Erasmus. Absorbed in the solitary activity of reading, the figure is lost in thought and contemplation, not having to worry about where he is going or what lies ahead but, as Rodney Graham puts it, is able to ‘ponder on horseback’  moving forward but also looking backward, to the past.  Rodney Graham based the weathervane on a contemporary anecdote which claimed that Erasmus wrote his most well-known work, The Praise of Folly, on horseback during a journey from Italy to England circa 1510. Graham plays on the absurdism inherent in reading a philosophical treatise on human folly whilst riding on a horse backwards and continues his ongoing philosophical enquiry into cyclical and backward movement; like all his work it contains a complex narrative and is brimful of references: literary, philosophical, self-referential and art historical.  Rodney Graham’s poetic and humourous weathervane, helpfully indicating wind direction and compass points for any serious traveller who looks upward to contemplate the conditions for travel, continues his preoccupation with un-urgent journeying. Erasmus travels from Italy to England leisurely by horseback, the cowboy meanders gently off the beaten track, the buccaneer’s unknown voyage which has thrown him up on a “treasure island”, and the chemically-induced mental journeys that take place in the artist’s head, remind us even if we are not going anywhere in particular that ‘the trip is the thing’.
(Rodney Graham in conversation with Iwona Blazwick, Director, Whitechapel Gallery, October 14th 2008
2 Rodney Graham in Rodney Graham, Whitechapel Art Gallery, London 2002 p.109)","Sculpture","In place","Pomaria","1455 Howe Street","Copper and steel","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=430",NA,"Privately owned","Downtown","Third level tower on Pacific Avenue","Downtown","Copper sculpture of the artist as the philosopher, Erasmus, seated backwards on a horse reading a book.",NA,"2008",-123.13072,49.27566
436,"Double Blind","See 'Description of Work'.","Site-integrated work","In place","Vancouver Community College: Broadway Campus","1120 East 7th Avenue","Mirrored acrylic domes","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=436",NA,"Privately owned","Mount Pleasant","Building Interior: Atrium","Mount Pleasant","Double Blind is a large-scale sculptural installation by Antonia Hirsch, commissioned for the atrium of the new Vancouver Community College’s Broadway Campus Phase One Expansion building. Spanning four stories of the building, Double Blind  translates a Snellen, or eye, chart into Braille by using dome mirrors in order to emulate the raised dots of Braille script.

Dome mirrors are endemic to public spaces and can be found in pedestrian underpasses, hospital corridors, and in commercial retail contexts. They are used for surveillance as well as for the prevention of collisions in pedestrian traffic flow. Public space is often highly contested since it must typically answer to the idealist demands of communal space while also satisfying the concerns for public safety that are frequently associated with control and surveillance. Like many atriums, the new Vancouver Community College’s interior public space has a panoptic tendency: emphasizing ‘insight’ into various interior spaces from specific vantage points. This panoptic tendency is echoed in the domed mirrors, each reflecting a 360° view of the surrounding space.

Double Blind deliberately and emphatically utilizes elements that are commonly found in public space and re-purposes them, thereby highlighting the quality of the space itself, rather than offering a pictorial escape from its reality. Double Blind queries the interlinked ideas of seeing and controlling, acknowledging the importance of the context in which information is acquired and processed, whether that context is a scientific doctrine, social matrix, or language system.

This sculptural work is accompanied by a T-shirt multiple that echoes the installation’s oxymoronic premise: those who can see the work likely don’t read braille, and those who read braille can probably not see the work.

On the back of each T-shirt, an eye chart is rendered in raised letters. Though reproduced in a colour identical to that of the shirt and thereby nearly invisible, the characters are tangible. Conversely, the front of each shirt mirrors the installation’s graphic arrangement in reflective foil, yet these braille dots are entirely two-dimensional, visible, but not available through touch.","Photo Technic","2008",-123.0808,49.264344
437,"Portrait V2K","Portrait V2K strengthens the bonds of understanding between citizens of differing generations and cultures, providing a forum where everyone's appreciation of Vancouver can be shared.  Portrait V2K was supported and funded by the City of Vancouver, in partnership with: Vancouver Board of Parks & Recreation, Vancouver School Board, Vancouver Library Board, the Vancouver Museum, senior governments and private sponsors.","Memorial or monument","In place","Various",NA,"Engraved Stone","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=437",NA,"City of Vancouver",NA,NA,NA,"Portrait V2K is a collection of stories and photographs from people of all ages and from all cultures, to form a unique portrait of the city at the turn of the Millennium. The project included: a CD containing the complete database of stories and images plus an audio of gripping stories; 230 Plaques and 10 Story Stones placed at locations throughout the City; a colour, 100 page publication titled A Hurricane in the Basement and other Vancouver Experiences; and an exhibit at the Vancouver Museum.",NA,"2000",NA,NA
445,"Aerodynamic Forms in Space","The work takes its title from a series of photographs I shot in Vancouver in 1977…which documented a series of ‘incorrectly’ assembled toy glider kits…I put the models together not with a view to having them fly correctly, but with an eye to their aesthetic value as purely abstract sculptural forms… Part of the challenge inherent in making these works was the very limited instrumental set from which I had to draw.

When I was asked to create a sculptural proposal for the entrance to Stanley Park, it occurred to me that it might be interesting to return to this work…and try to realize a large-scale version of one of these sculptures: to use the same very limited instrumental set with which anyone who has put together a toy glider would be familiar. The theme of flight seemed appropriate given the location too, for seaplanes are common sights at the entrance to the park.

And the park, of course, is a place where children and adults may very well play with gliders… Plus it would be something that would be interesting when glimpsed only briefly by passengers in vehicles moving at relatively high speed along West Georgia.

The title of the work is meant to evoke, in a slightly humorous way…that of a classical modernist public monument of a bygone period, elements of which the sculpture plays with.","Sculpture","In place","Stanley Park","Georgia Street entrance",NA,"https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=445",NA,"City of Vancouver","West End",NA,"Downtown","A major figure in Canadian and international contemporary art, Vancouver artist Rodney Graham is well known for his conceptual and often humorous sculptures. His piece for the Georgia Street entrance to Stanley Park, a spectacular 400-hectare evergreen oasis in the downtown peninsula, is a 35 foot abstract stainless steel sculpture that replicates a balsa wood toy glider set; abstractly assembled as a modern sculpture. The work includes an impression of the twisted blue elastic band that would be used to power the glider, a propeller that slowly turns in the wind and wheels that whimsically bob.","City of Vancouver","2010",-123.13628,49.29463
450,"THE WORDS DON’T FIT THE PICTURE","THE WORDS DON&rsquo;T FIT THE PICTURE [was] a text-based work made in response to the context, building and public surrounds of the Vancouver Public Library. The work takes the form of a large freestanding sign that sits in front of the VPL just off the southern entrance of the building in a heavy pedestrian traffic area. The sign takes its cues from an era of signage when signs were once seen as celebratory, grand and iconic &ndash; in effect, as landmarks in their own right as a kind of symbolic architecture (think: Caesars Palace, The Flamingo, The Stardust &ndash; to the landmark of all landmarks, Hollywood). In tracing this lineage, the work also acknowledges a local history when Vancouver was once seen as one of the neon-light capitals of North America. Reminders of this once past persists in signs like BOW-MAC &ldquo;on Broadway&rdquo; (now retro-fitted with the Toys R&rsquo; Us sign) and of course the W atop of what once was the Woodward&rsquo;s building. In adopting the form of a sign, THE WORDS DON&rsquo;T FIT THE PICTURE elides the classifications of traditional sculpture, by evoking a typology that is at once familiar and accessible. Taken within the context of a public library, the work touches upon &ndash; in a very poetic way &ndash; the use of words and language as boundless and imaginative, as a catalyst for a multiplicity of meanings.","Sculpture","Deaccessioned","Originally located at Vancouver Public Library, Main Branch","350 West Georgia Street","Aluminium","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=450",NA,"City of Vancouver","Downtown","West Plaza","Downtown","A large freestanding, three-dimensional sign with soft domed LED light nodes set within Las Vegas style letter boxes spelling the phrase THE WORDS DON&quot;T FIT THE PICTURE. The lights change colour with a computer programmed sequence.

This work was officially deaccessioned June 2020 after careful review of the artwork condition and pending changes to the plaza location. Nearly all of the electrical components had reached the end of their life expectancy. More importantly, restoration and reconfiguring costs were determined to be significantly higher than the original budget when factoring in repositioning expenses that would be required due to upcoming changes to the plaza.

The City of Vancouver strives to acquire and commission works of art of the highest quality. Acquisition by the City implies a commitment to the preservation, protection and maintenance of artwork for the public benefit and implies permanency within the collection. As such, deaccessioning is a serious consideration requiring careful planning and adherence to the conditions set out in our Deaccession Policy.

https://vancouver.ca/files/cov/PublicArt-DeaccessionGuidelines.pdf","Robert Keziere","2010",-123.116458,49.279552
453,"Ice Light","My pieces are about concerns which play an important role in everyday life as well as in art, in painting, sculpture, architecture: space—movement—time—light. My pieces are not about that what we see, not about that what appears in front of our eyes but about that what is behind them, about that what presupposes seeing. My pieces in the urban environment, in a building or in the outer space do not exist without contact to their surroundings. They exist in a social and local context. This context is defined by the architectural surrounding, the architectural idea and the social situation: the co-operation of different historic, functional, organizational, visual, acoustic, tactile, communicative moments.

The conditions of perception, orientation, movement and communication determine my thoughts about the situation and the development of an idea for the special place. So, my pieces refer to the place and the context, explore existing rooms, architecture, places, situations with different medias and react to the specific parameters of the surroundings:  the place—the situation—the function. On the other hand everyday moments and social connections play a role. I am interested in the specific site that the work exists in. My intention has been to change the nature of the public space. This space altered by my input, becomes the art. 

Light is my most preferred media I deal with because of its special quality. Light is a basic element. Without light there is no life. Besides, light is a very changeable element: Actually light—daylight and artificial light—exists in endlessly different versions. And light is a very ephemeral element; that's why I like it. I am very interested in all these special qualities.","Site-integrated work","In place","City Hall","453 West 12th Avenue","White LED lines, electronic control","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=453",NA,"City of Vancouver","Mount Pleasant","LED lines along the horizontal borders of the building","Mount Pleasant","At the edges of the buidling white LED light lines are installed. Every hour a visual spectacle takes place—as it is well-known of historic City Halls: Over a period of 1 minute the white lines are set in motion so that they appear like a water fall of light. Afterwards calm is restored: The frozen light lines accentuate the horizontal, downwelling character of the building. The work refers to Vancouvers' special characteristic: a modern industrial city surrounded by wild and pristine nature.","Colin Fenby","2010",-123.113986,49.260791
458,"Salish North Star in Maple Leaf",NA,"Sculpture","In place","South East False Creek Plaza",NA,"Stainless steel with sandblasted finish","https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=458",NA,"City of Vancouver","Mount Pleasant","East side of pedestrian Canoe bridge","Mount Pleasant","This artwork combines a contemporary coast salish north star design within a Canadian maple leaf.","City of Vanouver","2010",-123.106984,49.272145
463,"Bright Futures",NA,"Sculpture","In place","Killarney Ice Rink","Killarney Community Centre, 6260 Killarney Street",NA,"https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=463",NA,"City of Vancouver","Killarney",NA,"Killarney","A sandblasted glass whorl on a stainless steel base, the design is a Salish face as the central figure surrounded by larger triangles that represent athletes of today. The smaller faces represent our future athletes.","Courtesy of the Vancouver Board of Parks and Recreation","2010",-123.044018,49.22695
466,"Plenty",NA,"Sculpture","In place","Hillcrest Park",NA,NA,"https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=466",NA,"City of Vancouver","RileyPark","East building entrrance","Riley Park","Five spindle whorls cast in white concrete on stainless steel mounts. Spindle whorls are well known to Coast Salish carvers who made these disc shaped weights and long spindles for the spinning of wool.",NA,"2010",-123.106548,49.244221
