"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"y9sx-n6j7","Parking - Edmonton Insight Community","dataset","This was one single topic among many as part of the February 2016 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=832","2019-07-17T17:16:58.000Z",780,"Surveys"
"x5kh-pcjm","Edmonton Arts Council - Public Art Map","map","<p>Edmonton’s public art policy emphasizes the principles of public visibility and accessibility, diversity and inclusion, public art appreciation, and city-wide impact. Although the roots of the coll","2025-12-31T17:10:24.000Z",775,"Externally Sourced Datasets"
"yaki-8vpm","2014 Census - Population By School Residency (Citywide)","dataset","All Census information is as of April 1, 2014. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:48:50.000Z",773,"Census"
"jc8i-mygt","2016 Federal Census (Map View): Neighbourhoods as of Official Census Day","map","An historical snapshot of neighbourhood boundaries as they were on the official census day for the 27th Census of Canada (the 2016 Federal Census): 2016-05-10.

The associated datasets are:

- https:/","2021-01-26T16:39:54.000Z",773,"Geospatial Boundaries"
"igs7-jmke","Asbestos Inspected Buildings - Map","map","List of City-owned buildings, their addresses and if there is a known presence of asbestos.<br /><br />*Buildings deemed confidential in nature are not included.","2026-05-23T10:04:08.000Z",773,"Facilities and Structures"
"ejwa-4jjp","ETS Bus Schedule GTFS Data Feed - Route Shapes Map","map","Shape of all bus routes in Edmonton.

See https://developers.google.com/transit/gtfs/reference#routestxt for documentation on the routes.","2026-04-20T16:38:39.000Z",773,NA
"d8qh-bhiz","2012 Census - Population By Ownership And Length Of Residence (Citywide)","dataset","All Census information is as of April 1, 2012.  Ages of residents are effective April 1, 2012.  No data on any individual residence will be released.  To protect the privacy of individuals, data is co","2019-07-17T16:48:54.000Z",773,"Census"
"8r47-e8yy","Pawn Shops - Edmonton Insight Community","dataset","This was one single topic among many from the November 2017 Mixed Topic Part 2 survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=20","2019-07-17T17:00:07.000Z",772,"Surveys"
"xiut-24bw","2012 Census - Dwelling Units By Structure Type And Occupancy (Citywide)","dataset","All Census information is as of April 1, 2012. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:48:43.000Z",772,"Census"
"uqyb-cahu","2014 Census - Population By Employment Status (Citywide)","dataset","All Census information is as of April 1, 2014. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:48:47.000Z",769,"Census"
"jqkz-za8y","2016 Census - Dwelling Unit by City Resource Access (Neighbourhood/Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:08:36.000Z",768,"Census"
"mpv8-k4xv","2016 Census - Population by Marital Status (Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:09:20.000Z",766,"Census"
"rpjw-4jft","LRT Routes","dataset","The route through the City that the LRT (Light Rail Transit) travels.","2026-04-28T07:11:29.000Z",766,NA
"hubv-5ych","Evolving Infill - Edmonton Insight Community","dataset","This was one single topic among many from Part 1 of the April 2017 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=16","2019-07-17T17:07:55.000Z",765,"Surveys"
"d44m-7uxd","Page Views per Day - Rollup","filter","This dataset shows the number of page views each day of 2016.
This data is pulled from our Google Analytics.","2025-01-14T17:19:29.000Z",765,NA
"k452-3ndm","2017-2021 Council and Committee Meetings","filter","List of Council-approved meetings of Edmonton City Council and related Committees of Council.  The list includes the date, time and location of each meeting.  (Information Subject to Change. While eve","2025-01-14T17:22:45.000Z",764,"City Administration"
"p9jj-5vdm","2014 Census - Dwelling Unit Status (Citywide)","dataset","All Census information is as of April 1, 2014. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:48:42.000Z",764,"Census"
"9fnm-ns4z","2014 Census - Population By Structure Type And Length Of Residence (Citywide)","dataset","All Census information is as of April 1, 2014.  Ages of residents are effective April 1, 2014.  No data on any individual residence will be released.  To protect the privacy of individuals, data is co","2019-07-17T16:49:32.000Z",763,"Census"
"r3w6-wxgq","2019 Census - Dwelling Unit Status (Ward)","dataset","All Census information is as of April 1, 2019. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-09-11T15:08:17.000Z",762,"Census"
"88nh-4th9","Waste to Landfill History","dataset","Tonnage of waste sent from the Edmonton Waste Management Centre (EWMC) to a landfill.","2024-02-02T16:10:02.000Z",760,"Environmental Services"
"5z5t-hk5k","Mosquito Application by Motor Vehicle (2018)","dataset","This dataset represents the GPS coordinates of where a ground vehicle drove while it actively applying treatment for mosquitoes in 2018.﻿","2023-03-27T16:03:46.000Z",758,"Pesticide"
"4q3q-sxai","Infill Compliance Team Data Dashboard, Community Standards Peace Officers (CORRAL)","dataset","Infill enforcement data for Community Standards Peace Officers","2026-05-18T08:29:13.000Z",756,NA
"vn9b-x49i","2014 Census - Dwelling Unit By City Resource Access (Citywide)","dataset","All Census information is as of April 1, 2014.  Ages of residents are effective April 1, 2014.  No data on any individual residence will be released.  To protect the privacy of individuals, data is co","2019-07-17T16:48:26.000Z",756,"Census"
"9yfd-ugpc","2014 Census - Previous Residence If Less Than One Year (Citywide)","dataset","All Census information is as of April 1, 2014. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:48:53.000Z",753,"Census"
"sigy-njge","February 2021 Mixed Topic - Volunteering in Parks and Open Spaces - Edmonton Insight Community","dataset","This was one single topic among many, from the February 2021 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/6G1xgV8YOPLDgrnvOI","2021-02-24T16:16:13.000Z",753,"Surveys"
"akpt-bm5t","Green","dataset","The depth layer that this spatial data represents is the < 0.35 m Surface Ponding Depth (Green) layer.

This map representation was created as a result of a 2013 to 2016 study done for the Edmonton ","2021-07-29T21:08:50.000Z",752,"Externally Sourced Datasets"
"s3zk-hnec","Shared Use Paths - Edmonton Insight Community","dataset","This was one single topic among a couple from the June 2018 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/68tXy5Z2lR5Jvevi","2019-07-17T17:10:46.000Z",750,"Surveys"
"8haq-5m5f","2014 Flood Mitigation Study - Surface Ponding Depth 0.50 m to 0.75 m (Red) Layer","map","The depth layer that this spatial data represents is the 0.50 m to 0.75 m Surface Ponding Depth (Red) layer.

This raster file was created as a result of a 2013 to 2016 study done for the Edmonton a","2021-06-25T19:00:58.000Z",749,"Externally Sourced Datasets"
"x8m6-i44y","Red","dataset","The depth layer that this spatial data represents is the 0.50 m to 0.75 m Surface Ponding Depth (Red) layer.

This raster file was created as a result of a 2013 to 2016 study done for the Edmonton a","2021-06-25T19:00:58.000Z",747,"Externally Sourced Datasets"
"s334-y3ah","Community Based Naloxone Walk-in Clinics","dataset","Walk-in clinics across Alberta can supply naloxone, a drug that can temporarily reverse a deadly fentanyl overdose and has been proven to save lives.

This listing will be updated monthly or as change","2023-03-27T16:09:06.000Z",747,"Externally Sourced Datasets"
"q2nx-cz3n","Edmonton Area Air Quality Readings -  Hourly","dataset","Ambient air quality and deposition data from the Alberta Air Data Warehouse.

The Alberta Air Data Warehouse currently has data collected from the core long-term air quality network, which is made up ","2026-05-01T14:48:34.000Z",746,"Externally Sourced Datasets"
"nr35-h9xv","Recreation Facilities_Courses","dataset","This is a dataset that provides a listing of all of the courses for the current season offering and the following season. These courses are either available for registration or available to view on th","2026-05-24T10:34:50.000Z",746,"Indoor Recreation"
"97bt-ti2j","Edmonton Catholic Schools (2016 - 2017) - Map View","map","List of all Catholic schools in Edmonton for the 2016 - 2017 school year. Note - some schools may not be offering all necessary grade years.","2021-06-16T21:19:29.000Z",744,"Schools"
"nmn5-5yzc","Capital Projects Line Geometry","dataset","Data is used by the building.edmonton.ca application. Contains information on capital projects in the City of Edmonton.","2026-04-10T14:31:52.000Z",744,"Transportation Infrastructure"
"gz6i-p7fd","Update to Ten Year Plan to End Homelessness - Edmonton Insight Community","dataset","This was one single topic among many from Part 2 of the March 2017 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=16","2019-07-17T17:07:12.000Z",744,"Surveys"
"5iem-c5a5","Councillors' Common Budget Meeting Expenses","dataset","January 1, 2014 - October 25, 2021.

For information on other expense categories, refer to the other Councillors' Expenses datasets.","2024-03-12T21:53:31.000Z",743,"Elected Officials"
"bh9y-xksf","Green","dataset","This spatial data represents the drainage infrastructure that exists at a depth greater than 2.5 m below ground.  The colour assigned to this is data is Green.

This spatial data was created as a re","2021-06-25T19:00:57.000Z",743,"Externally Sourced Datasets"
"mmza-a4ee","Non-TDN Bike Route Disruptions","dataset","This dataset contains the disruptions affecting bike routes that are not necessarily a Traffic Disruption Notice (TDN).","2021-06-15T19:24:26.000Z",742,"Transportation"
"xjna-dgrc","Low Impact Development Inventory - Map View","map","City of Edmonton promotes Low Impact Development (LID). Seven LID Best Management Practices are Bioswales, Bioretention, Box Planters, Rain Water Harvesting, Green Roofs, Naturalized Drainage Ways, an","2025-02-13T06:31:54.000Z",742,"Externally Sourced Datasets"
"xa8k-sepi","Drainage (Map View): Inlets/Outlets","map","The location of Inlet-Outlets in the City of Edmonton. An Inlet-Outlet is a drainage facility through which stormwater enters or exits a stormwater managed feature.","2026-02-03T21:19:42.000Z",737,"Externally Sourced Datasets"
"c56a-89d5","Non-Market Housing - Edmonton Insight Community","dataset","This was one single topic among many as part of the September 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=526&as=7YW63mx6N7&t=1. Open f","2019-07-17T16:57:05.000Z",737,"Surveys"
"tc7y-w5p7","2014 Flood Mitigation Study - Surcharge Depth Between 1.5 m and 2.5 m Below Ground (Orange) Layer","map","This spatial data represents the drainage infrastructure that exists at a depth between 1.5 m and 2.5 m below ground.  The colour assigned to this is data is Orange.

This spatial data was created a","2021-06-25T19:00:57.000Z",736,"Externally Sourced Datasets"
"djai-8br2","St. Albert Parcel Boundaries","map","","2022-05-18T21:02:13.000Z",735,NA
"wnh7-69d9","Speed Check Sign - DFS003","dataset","Speed Check Sign DFS003

Latitude: 53.473363
Longitude: -113.408012

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units co","2026-05-22T23:17:55.000Z",735,"Vehicle Speed"
"x84x-uttq","Parks Operations Districts","dataset","These 4 districts are used for Parks Operations for a variety of reasons.","2019-09-13T20:07:44.000Z",734,"Administrative"
"acaa-ax39","Edmonton Public School Board : School Building Footprints","dataset","School Building Footprints","2019-08-01T16:04:44.000Z",734,"Facilities and Structures"
"bytm-zrnd","Canadian Open Data Summit - Schedule","dataset","A historical list of sessions and associated details for the annual Canadian Open Data Summit","2025-06-11T14:32:13.000Z",734,"Externally Sourced Datasets"
"pu34-wa4x","Map of EPSB Schools (2019)","map","To see the Program codes, please view the attachment","2019-11-08T21:12:53.000Z",734,"Schools"
"gywn-ipg9","Canada 150 - Edmonton Insight Community","dataset","This was one single topic among many as part of the February 2016 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=832","2019-07-17T17:07:28.000Z",732,"Surveys"
"8j4x-ant3","Seniors Needs Assessment Survey - 2015","dataset","This data-set is from the 2015 Seniors Needs Assessment survey that inquired about participation in social, wellness, educational, creative and/or cultural activities; barriers to being more active; r","2019-07-17T17:00:03.000Z",729,"Surveys"
"27yp-fugi","2016 Census - Population by Mode of Transportation (Citywide)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T16:57:49.000Z",728,"Census"
"4w22-2s3s","Overflowing Garbage Cans Reported to 311","chart","Listing of all requests raised to 311, details of each call/transaction and update on the status.

This is anonymized data intended for reporting on trends; if you have a specific reference number for","2026-05-24T08:22:07.000Z",727,"City Administration"
"qqp6-fsfj","Scheduled Photo Enforcement Zones","map","This spatial data represents the Zones or the Operational Areas where Photo Radar Enforcement is scheduled to be conducted. An enforcement unit can be found anywhere along the area of the Zone. Design","2025-10-14T20:37:48.000Z",726,NA
"uq47-cbk4","Green Shack","filter","Free summer recreation programs (Green Shack, playground program, spray parks, skate parks, youth programs, Flying Eagle program) including location, program dates and times.","2025-07-17T17:26:18.000Z",724,"Community Services"
"3dmm-v9f8","Community Drop-in Program - Summer 2018","dataset","Free summer recreation programs (Green Shack, playground program, spray parks, skate parks, youth programs, Flying Eagle program) including location, program dates and times.","2023-03-27T15:48:27.000Z",722,"Community Services"
"qh9q-gs4q","2021 Edmonton Election Results: Métis","chart","Councillor, Métis.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",722,"Elected Officials"
"4eai-wj7s","Monthly Occupancy Comparison of Government of Alberta Funded Emergency Shelters in Edmonton","chart","Please review the ""Open Government Licence - Alberta"" (https://open.alberta.ca/licence) as well as our Terms of Use (https://data.edmonton.ca/stories/s/City-of-Edmonton-Open-Data-Terms-of-Use/msh8-if2","2019-11-08T21:38:50.000Z",721,"Externally Sourced Datasets"
"mwzh-uyys","August 2022 Mixed Topic - Residential Property Tax Subclasses - Edmonton Insight Community","dataset","This was one single topic among many, from the August 2022 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/69jeNieEZjy9h8t46KJ5","2022-11-03T19:38:25.000Z",719,"Surveys"
"cfkr-dw9y","September 2020 Mixed Topic - Member Check In - Edmonton Insight Community","dataset","This was one single topic among many, from the September 2020 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/6dHs1Ku1wxSLbMDMM","2020-12-03T22:53:30.000Z",718,"Surveys"
"cgmp-2r9j","Food Waste - Edmonton Insight Community","dataset","This was one single topic among many as part of the November 2016 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=139","2019-07-17T17:01:15.000Z",717,"Surveys"
"4axz-y5rk","Infill Compliance Team Data Dashboard_Lot Grading","dataset","Infill enforcement data for Lot Grading Inspectors","2026-05-18T08:29:34.000Z",715,NA
"hyat-vafx","Education Performance","href","A topic supplied (education performance) search source used to search the Government of Alberta's Open Data site for Education Performance.","2019-07-17T17:07:56.000Z",711,NA
"cdsz-i2q3","2016 Federal Census: Employment Type","dataset","Statistics Canada data from the 2016 Census of Population, aligned to Edmonton's neighbourhood boundaries. For the neighbourhood boundaries as they were at the time of the census, please see https://d","2021-01-26T16:25:16.000Z",711,"Census"
"htw9-znm4","LED Streetlight Conversion Status","chart","","2026-05-18T08:25:25.000Z",710,"Transportation"
"8sci-vrre","Speed Check Sign - DFS010","dataset","Speed Check Sign DFS010

Latitude: 53.543584
Longitude: -113.540249

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units co","2026-05-22T23:17:45.000Z",708,"Vehicle Speed"
"rutt-y5cv","2016 Census - Dwelling Unit by Structure Type and Ownership (Neighbourhood/Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:10:40.000Z",706,"Census"
"ij6c-rw99","2016 Census - Population by Citizenship (Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:08:10.000Z",706,"Census"
"rbxs-rv73","2021 Edmonton Election Results: papastew","chart","Councillor, papastew.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",706,"Elected Officials"
"jv6d-khwd","Historical Meeting Minutes","dataset","Historical Meeting Minutes for City Council and other committees dating back as early as 1995 to about November 2009.","2025-02-13T18:24:29.000Z",706,"Elected Officials"
"8mye-awvy","Speed Check Sign - DFS215","dataset","Speed Check Sign DFS215

Latitude: 53.507072
Longitude: -113.486055

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units co","2026-05-22T23:20:51.000Z",705,"Vehicle Speed"
"m48w-nzuq","GTFS Downloads (Trip Updates file)","dataset","","2022-05-10T21:45:56.000Z",701,NA
"9r7c-qftq","E-scooters - December 2020 - Edmonton Insight Community","dataset","This was one single topic from the E-scooter Survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/5W8Wd1mFR0WFqytbpcY4rR?t=1

Open from December","2022-06-03T17:11:07.000Z",701,"Surveys"
"ms8m-g4v9","Page Views per Day","dataset","This dataset shows the number of page views each day of 2016 for data.edmonton.ca. This data is pulled from our Google Analytics and updated monthly.","2019-07-17T17:09:22.000Z",701,NA
"pmev-t4rb","Speed Check Sign - DFS098","dataset","Speed Check Sign DFS098

Latitude: 53.536775
Longitude: -113.648763

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:19:21.000Z",699,"Vehicle Speed"
"4hht-iw97","Medically Supervised Injection Services - Edmonton Insight Community","dataset","This was one single topic among many from Part 1 of the March 2017 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=15","2019-07-17T16:58:44.000Z",699,"Surveys"
"m84r-pqjs","Main Street Overlay - Edmonton Insight Community","dataset","This was one single topic among many as part of the February 2017 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=155","2019-07-17T17:09:12.000Z",698,"Surveys"
"7yfs-7jmx","Public Libraries - Map View","map","List of public libraries in Edmonton","2026-05-20T00:14:13.000Z",697,"Community Centres"
"vba2-3e48","Speed Check Sign - DFS024","dataset","Speed Check Sign DFS024

Latitude: 53.533953
Longitude: -113.42211

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect ","2026-05-22T23:18:01.000Z",696,"Vehicle Speed"
"wbmx-6ab8","Asset Column Definitions (Public Datasets)","dataset","Column names, descriptions, and data types for public datasets.","2026-05-18T08:49:44.000Z",694,NA
"dzvs-e3up","2016 Census - Population by Length of Residence (Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:06:23.000Z",694,"Census"
"5ayp-vj3k","Overflowing Garbage Cans Reported to 311 (Pie Chart)","chart","Listing of all requests raised to 311, details of each call/transaction and update on the status.

This is anonymized data intended for reporting on trends; if you have a specific reference number for","2026-05-24T08:22:07.000Z",694,"City Administration"
"mgtv-8h46","Outdoor Swimming Pools Open in 2021","filter","List of all outdoor swimming pools in Edmonton","2026-05-24T10:32:40.000Z",693,"Outdoor Recreation"
"xnku-9q6e","Speed Check Sign - DFS107","dataset","Speed Check Sign DFS107

Latitude: 53.53437
Longitude: -113.57816

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units coll","2026-05-22T23:19:26.000Z",692,"Vehicle Speed"
"32wu-37u5","Speed Check Sign - DFS040","dataset","Speed Check Sign DFS040

Latitude: 53.553254
Longitude: -113.508541

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:18:15.000Z",692,"Vehicle Speed"
"d79s-5inp","Mobile Automated Photo Enforcement Ticket Zones: Map View","map","This dataset contains the Mobile Automated Photo Enforcement zone, the approximate road segment within which the Mobile Automated Photo Enforcement operates.  This it to compliment the Mobile Automate","2025-08-11T18:03:59.000Z",691,"Vehicle Speed"
"k2yk-9kyn","Average Monthly Residential Water Consumption by City Block Area 2017","dataset","This dataset provides the average (annual, winter, summer) residential metered water consumption (2017) within 400 m x 400m hexagons (approximately two city blocks) provided in m3/month for the City o","2019-07-17T17:08:47.000Z",691,"Externally Sourced Datasets"
"eqgs-fwse","First Place Program - Map View","map","The City’s First Place program teams with banks and builders to develop attractive townhouses on land declared surplus by school boards in conjunction with an extensive public information and engageme","2026-05-24T10:17:36.000Z",690,"Urban Planning & Economy"
"vze2-9vk3","Litter Audit - Site List","dataset","This data set contains a list of locations in Edmonton where a litter audit takes place every year.","2021-06-15T17:19:41.000Z",690,"Environmental Services"
"b7wb-mrrz","Public Picnic Table Locations - Map View","map","This data-set provides the location of all public tables located in park maintenance sites throughout the city.

Due to the portable nature of picnic tables and the schedule for updating the data,  ","2024-06-28T10:09:42.000Z",690,"Facilities and Structures"
"pejq-dpuc","Edmonton Road Projects (Conceptual)","map","","2021-05-27T19:28:17.000Z",689,"Transportation"
"ks2j-mexe","Speed Check Sign - DFS036","dataset","Speed Check Sign DFS036

Latitude: 53.497047
Longitude: -113.511998

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:13:46.000Z",688,"Vehicle Speed"
"cjvj-bxmi","Snow and Ice Control in Edmonton - Edmonton Insight Community","dataset","This was one single topic among a couple from the April 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5enTBQVbIsLKnhC","2019-07-24T16:36:07.000Z",688,"Surveys"
"6qc2-syqq","Media Releases - Edmonton Insight Community","dataset","This was one single topic among many as part of the January 2016 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=781&as=xO8PE4P0eW&t=1. Open fro","2019-07-17T16:56:48.000Z",687,"Surveys"
"qzra-h9s4","Snow and Ice Infractions Raised by Citizens and Bylaw Officers over Time","chart","Total number of citizen or officer initiated snow/ ice on City sidewalk complaints since 2011.","2026-05-24T10:09:40.000Z",685,"Community Services"
"axkt-yjmb","311 Call Centre Satisfaction Survey - 2017","dataset","The 311 Call Centre Satisfaction Study is a random telephone survey asking citizen’s opinions of the 311 service in order to measure current performance, track progress and identify any areas for serv","2019-07-17T17:00:49.000Z",685,"Surveys"
"3tne-sxfm","PARKING_ZONES","dataset","EPark is the City of Edmonton’s owned and operated paid parking program - managing paid parking at all curbside locations across the city and at four parkades - City Hall Parkade, Library Parkade, Cen","2024-01-10T16:33:29.000Z",684,NA
"97fu-zpua","Speed Check Sign - DFS095","dataset","Speed Check Sign DFS095

Latitude: 53.5519
Longitude: -113.47297

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect da","2026-05-22T23:19:05.000Z",684,"Vehicle Speed"
"yvst-7q4k","School Bus Parking In Residential Areas - Edmonton Insight Community","dataset","This was one single topic among many, from the February 2018 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5tKHEJ44EOxCU","2019-07-17T17:17:10.000Z",683,"Surveys"
"nrkp-u75w","Speed Check Sign - DFS118","dataset","Speed Check Sign DFS118

Latitude: 53.54548
Longitude: -113.44942

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units coll","2026-05-22T23:19:32.000Z",679,"Vehicle Speed"
"yepf-actv","Accessible Taxi - Edmonton Insight Community","dataset","This was one single topic among many from Part 2 of the March 2017 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=16","2019-07-17T17:17:01.000Z",679,"Surveys"
"mfa6-m4q4","Track Sports Fields - Map View","map","List of track sports fields in Edmonton","2025-03-28T10:08:57.000Z",678,"Outdoor Recreation"
"f3cz-kypi","Edmonton Road Projects (Design, Current & Strategy)","map","","2021-05-27T19:28:17.000Z",676,"Transportation"
"8i5g-tc5v","GTFS Related","filter","This dataset is an inventory of the assets on the site. Here you can track the performance of data publishing, metadata maintenance, as well as present an overview of what data exists on the site.

No","2025-01-30T04:03:36.000Z",676,NA
"yjv9-qmni","Front Yards in Bloom: Nominations (2019–2024)","dataset","A list of nominations of individuals or groups that applied for the Front Yards in Bloom program.
Front Yards in Bloom is a partnership of the Edmonton Horticultural Society, the Canadian Union of Pos","2025-05-02T16:59:01.000Z",676,"Environmental Services"
"v9r8-s4bi","Red","dataset","This spatial data represents the drainage infrastructure that exists at a depth less than 1.5 m below ground.  The colour assigned to this is data is Red.

This spatial data was created as a result ","2021-07-29T21:08:49.000Z",674,"Externally Sourced Datasets"
"bimv-f2cu","2019 Attractions","filter","List of all types of attractions owned by the City of Edmonton.  Recreation Facilities, Outdoor Pools, Arenas and general attractions.","2026-05-24T10:32:37.000Z",674,"Facilities and Structures"
"fu75-ivnc","2021-2025 Council And Committee Meetings - Attachments & Documents","dataset","<p>Attachments and documents presented in support of Council and select Committee meetings during the 2021-2025 council term.</p><p>While every effort is taken to ensure its accuracy, the data present","2025-12-24T00:29:03.000Z",674,"City Administration"
"sqn3-6cp5","2016 Census - Population by School Residency (Neighbourhood/Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T17:11:02.000Z",673,"Census"
"exgw-i3qt","Air Quality - Edmonton Insight Community","dataset","This was one single topic among many as part of the September 2016 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/R.aspx?a=12","2019-07-17T17:06:44.000Z",673,"Surveys"
"cxcc-u6ig","Speed Check Sign - DFS148","dataset","Speed Check Sign DFS148

Latitude: 53.51182
Longitude: -113.59445

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units coll","2026-05-22T23:20:04.000Z",672,"Vehicle Speed"
"vcv7-8k9f","Bus Stops: Upcoming Changes - Map View","map","Details the bus stops that will be opening, closing, or changing for April 25, 2021 when the new bus network launches.","2020-11-26T17:17:08.000Z",671,"Transit"
"uqdi-rwmx","Speed Check Sign - DFS056","dataset","Speed Check Sign DFS056

Latitude: 53.446964
Longitude: -113.516036

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:18:29.000Z",671,"Vehicle Speed"
"vidw-9hv8","2016 Federal Census: Dwelling Types","dataset","Statistics Canada data from the 2016 Census of Population, aligned to Edmonton's neighbourhood boundaries. For the neighbourhood boundaries as they were at the time of the census, please see https://d","2021-01-26T16:35:31.000Z",670,"Census"
"sr8j-t4qa","Speed Check Sign - DFS053","dataset","Speed Check Sign DFS053

Latitude: 53.454004
Longitude: -113.552085

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:18:31.000Z",669,"Vehicle Speed"
"fmxm-qcq5","Map View: Edmonton Catholic School Board Ward Boundaries (Current, Historical, and Future)","map","This dataset provides the Current, Historical, and Future geometric polygons of the Edmonton Catholic Separate School Division ward boundaries and the associated board trustee in office.","2026-05-18T08:24:29.000Z",668,"Administrative"
"qgep-x5hx","July 2020 Mixed Topic - Facility Naming Rights - Edmonton Insight Community","dataset","This was the July 2020 Mixed Topic survey. Test link to view these questions:

https://www.edmontoninsightcommunity.ca/c/a/6adRlA0lB4q1SZeGaPn6ns?t=1rEFID2vM8?t=1

Open from July 14-21, 2020. 

At the","2020-08-06T14:27:17.000Z",667,"Surveys"
"67ng-8u4y","2016 Census - Population by Single Year of Age and Gender (Ward)","dataset","All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T16:59:18.000Z",665,"Census"
"fijr-g5t5","Speed Check Sign - DFS049","dataset","Speed Check Sign DFS049

Latitude: 53.545631
Longitude: -113.602621

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:18:40.000Z",664,"Vehicle Speed"
