"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"izzz-3c87","Map View: Edmonton Forward Sortation Area (FSA) Boundaries","map","Edmonton Forward Sortation Area (FSA) data provided by Statistics Canada (see https://www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm).

Adapted from Census Forwar","2021-11-10T15:24:43.000Z",7663,"Externally Sourced Datasets"
"79c9-xzz3","Intersection Safety Device Locations Map","map","This dataset represents the approximate drive lane(s) and the direction of enforcement, of intersections where Intersection Safety Devices are operational.  Intersection Safety Devices enforce red lig","2026-05-18T08:33:25.000Z",7456,"Transportation"
"jpnw-34zp","2014 Census - Dwelling Units By Structure Type And Occupancy (Neighbourhood)","dataset","All Census information is as of April 1, 2014. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:46:43.000Z",7443,"Census"
"ehbr-emhe","Edmonton Public Schools (2015 - 2016)","dataset","List of all public schools in Edmonton for the 2015-2016 school year","2021-06-14T21:19:21.000Z",7427,"Community Centres"
"yznh-9n2u","2010 Edmonton Election - Official Results","dataset","Final 2010 election results for various municipal and school board positions","2019-07-17T16:45:34.000Z",7390,"City Administration"
"fdhc-4sta","Ward 8 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 8.","2025-01-14T17:20:29.000Z",7378,"Transportation"
"7d9m-jnqg","Ward 1 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 1.","2025-01-14T17:14:56.000Z",7344,"Transportation"
"qycq-4ckj","City of Edmonton - Financial Budget","dataset","High-level detail summary of the City of Edmonton's 2014 Financial Operating Budget by Department or Civic Agency. In addition, one can see Full Time equivalencies at - https://data.edmonton.ca/Financ","2019-07-17T16:45:54.000Z",7312,"Financial"
"bqdg-rk64","Ward 6 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 6.","2025-01-14T17:18:42.000Z",7257,"Transportation"
"9iqk-6gvh","2017-2021 Council And Committee Meetings - Voting Record","dataset","Detailed Voting Record of each motion made at Council or selected Committee meetings (see attachment below for details). Members of Council or the Committee will be shown as voting ‘in favour’ ‘oppose","2022-05-03T16:37:37.000Z",7143,"City Administration"
"vzgn-x2xr","Total Rain (monthly)","chart","Environment Canada Data License Agreement:

http://climate.weather.gc.ca/prods_servs/attachment1_e.html

Environment Canada Terms and Conditions:

http://www.ec.gc.ca/default.asp?lang=En&xml=583","2026-05-24T15:14:20.000Z",7133,"Environmental Services"
"wj6v-epas","Transit Ridership","dataset","Total number of bus and LRT origin-to-destination trips, regardless of number of transfers/boardings required to complete the trip. Also known as ""linked-trips""

Please note: The data and the method u","2026-04-28T07:17:06.000Z",7014,"Transit"
"4fsq-rvpa","311 Requests - Top 10 Overall","chart","This report displays the Top 10 Requests overall and provides a brief description of the request.","2026-05-24T08:22:07.000Z",7001,"City Administration"
"qdcb-svkz","2009 Census - Dwelling Unit By Structure Type And Occupancy (Neighbourhood)","dataset","All Census information is as of April 1, 2009.
No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city-, ward- and nei","2019-07-17T16:45:57.000Z",6987,"Census"
"4re3-hzev","Ward 11 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 11.","2025-01-14T17:13:40.000Z",6820,"Transportation"
"vbxz-36ag","Open City Wi-Fi Locations","dataset","Open City Wi-Fi is a free public Wi-Fi Internet access service provided courtesy of the City of Edmonton to patrons of some of the City’s publicly accessible facilities. Currently more than 14,000 dev","2026-05-18T08:01:30.000Z",6810,"Facilities and Structures"
"jn25-zspi","Public Libraries","dataset","List of public libraries in Edmonton","2026-05-20T00:14:13.000Z",6751,"Community Centres"
"jvbc-qa3n","Public Skate Times (past, present and future)","dataset","A listing of every scheduled public skate time, past and future, with information on dates, times, and locations where public skates are being held.","2020-06-02T11:35:51.000Z",6644,"Indoor Recreation"
"nzvx-6q5z","2012 Census - Dwelling Units By Structure Type And Length Of Residence (Neighbourhood)","dataset","All Census information is as of April 1, 2012.  Ages of residents are effective April 1, 2012.  No data on any individual residence will be released.  To protect the privacy of individuals, data is co","2019-07-17T16:46:46.000Z",6628,"Census"
"2976-zu3f","Temporary Sign Locations","dataset","Inventory of current and future and development permits for temporary on-premises and off-premises signs issued by the City of Edmonton on private property.  Available (approved) sign locations are al","2026-05-24T10:08:15.000Z",6612,"Urban Planning & Economy"
"tezv-ehnc","Transit Strategy - Edmonton Insight Community","dataset","This was one single topic among many as part of the November 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=641&as=972dH6O71T&t=1. Open fr","2019-07-17T16:49:03.000Z",6573,"Surveys"
"m9uq-2tf9","Contour Lines 3TM","dataset","3D contour lines at 0.5m interval.","2019-07-17T17:09:13.000Z",6524,"Elevation Model"
"jmcu-tz8y","Historical: COVID-19 in Alberta: Cases by Zone","dataset","Note: Data last updated 2022-07-11, dataset no longer provided.

COVID-19 case data for Alberta. Zone boundaries are outlined at https://www.albertahealthservices.ca/ahs-map-ahs-zones.pdf.

This is a ","2023-09-14T22:00:06.000Z",6451,"Community Services"
"qg2i-fprt","Public Water Filling Stations - Map View","map","Seasonal and year-round water bottle filling stations that Edmontonians and visitors can access.

This dataset does not indicate the operational status of the listed locations, and filling stations ar","2026-04-22T18:51:18.000Z",6451,NA
"i4kt-z6xs","Requests for Data","dataset","This dataset, updated daily at 6:30 am, houses all requests for datasets since automated intake began on the re-branded platform (January 26, 2016). 
Status explanations can be found here : https://d","2026-05-06T10:18:17.000Z",6404,"City Administration"
"9nqb-w48x","Playgrounds","dataset","List of all playgrounds in Edmonton. Details include surface and accessibility attributes to provide information on where children of all ages and abilities can play. Play areas may consist of one or ","2026-05-18T08:26:53.000Z",6365,"Outdoor Recreation"
"a9w6-s3na","Dataset Requests","filter","This dataset, updated daily at 6:30am, houses all requests for datasets since automated intake began on the re-branded platform (January 26, 2016). We hope you will find this to be a useful reference ","2026-05-06T10:18:17.000Z",6254,"City Administration"
"d577-xky7","ETS Bus Schedule GTFS Data Feed - Routes","dataset","List of all bus routes in Edmonton.

See https://developers.google.com/transit/gtfs/reference#routestxt for documentation.","2026-04-20T16:29:50.000Z",6237,"Transit"
"2gp3-msju","Temporary Sign Locations - Map","map","Inventory of current and future and development permits for temporary on-premises and off-premises signs issued by the City of Edmonton on private property.  Available (approved) sign locations are al","2026-05-24T10:08:15.000Z",6236,"Urban Planning & Economy"
"44dx-d5qn","Edmonton Area Air Quality Readings","dataset","This dataset provides historical parameter values for stations in the Edmonton Region as determined by the Alberta Capital Airshed.

    The data is collected via a web service provided by the Alberta","2026-05-01T14:41:10.000Z",6235,"Environmental Services"
"87ez-behn","Winter City Design - Edmonton Insight Community","dataset","This was one single topic among many as part of the September 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=526&as=7YW63mx6N7&t=1. Open f","2019-07-17T16:49:11.000Z",6212,"Surveys"
"vzeg-3xi8","Ward 5 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 5.","2025-01-14T17:38:20.000Z",6182,"Transportation"
"sw7k-ptx8","Daily Pedestrian and Bike Counts","filter","This dataset contains bicycle only or bicycle and pedestrian counts that are currently being monitored at 18 locations along the new bike lanes in addition to some key cyclist/.pedestrian traffic area","2026-05-24T15:21:23.000Z",6140,"Monitoring and Data Collection"
"8ma6-xpt5","Drainage (Map View): Catch Basin Leads","map","The location of catch basins in the City of Edmonton.","2026-02-03T21:19:13.000Z",6122,"Externally Sourced Datasets"
"499g-8cyn","Ward 2 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 2.","2025-01-14T17:07:42.000Z",6114,"Transportation"
"25sf-z8zd","Residential Building Permits 2009-2014","dataset","Summary of annual neighbourhood permits for new building construction and alterations. This data-set is from 2009 to 2014. Data is updated semi-annually.","2022-02-25T21:38:28.000Z",6023,"Indicators"
"q4gd-6q9r","Development Permits from 2019 to present","filter","List of development permits from the City of Edmonton - Urban Planning & Economy Department. 

Development permits approve the use of a site, as well as the size and location of any buildings or str","2026-05-24T13:30:45.000Z",6031,"Urban Planning & Economy"
"snws-u3zx","LRT Elevator/Escalator Outages","dataset","A near-real-time (updated every 5 minutes) list of Elevators and/or Escalators, located in the LRT network, that have a current operational status of Out of Service.","2026-05-24T17:45:05.000Z",6007,"Transportation Infrastructure"
"jbuz-8rgn","What is the uPLVI?","story","","2022-12-19T23:09:26.696Z",5953,NA
"vkpg-2sa6","Waste/Recycling/Garbage Collection Schedule","href","Notifications can be configured, and/or a calendar feed URL obtained, for the waste collection schedule that applies to a provided street address.","2022-05-10T21:46:03.000Z",5946,"Environmental Services"
"8c4b-u4a4","Edmonton Business Census","dataset","The dataset is a collection of business information, including business names, geographical locations, and the specific sectors and industries they belong to. The dataset is a valuable resource for an","2026-02-10T20:20:17.000Z",5896,"Urban Planning & Economy"
"7afr-kaaj","2012 Census - Population By Structure Type (Neighbourhood)","dataset","All Census information is as of April 1, 2012. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:46:14.000Z",5881,"Census"
"b6ng-fzk2","2013 Edmonton Election - Official Results","dataset","Official Results from the 2013 Edmonton Municipal and School Board Elections (October 21st, 2013).","2022-05-03T16:36:29.000Z",5843,"City Administration"
"3vw3-t4ri","Front Yards In Bloom Nominations  (2014 - 2018)","dataset","A list of nominations of individuals or groups that applied for the Front Yards in Bloom program.
Front Yards in Bloom is a partnership of the Edmonton Horticultural Society, the Canadian Union of Po","2025-05-01T22:07:29.000Z",5770,"Environmental Services"
"irc5-87br","Drainage (Map View): Pipe Segments","map","The location of pipe segments in the City of Edmonton.","2026-02-03T21:22:39.000Z",5727,"Externally Sourced Datasets"
