"package_name","title","num_resources","metadata_modified","license"
"neighbourhood-intensification-estimates-to-2051","Neighbourhood Intensification Estimates to 2051",1,"2025-07-03T14:44:59.705377","notspecified"
"count-yourself-in-workforce-survey","Count Yourself In Workforce Survey",7,"2025-07-02T15:45:14.553913","notspecified"
"free-floating-carshare-program","Free Floating Carshare Program",1,"2025-05-27T19:26:02.176079","notspecified"
"travel-times-bluetooth","Travel Times - Bluetooth",6,"2025-05-05T13:17:16.468434","notspecified"
"chinatown-tomorrow-planning-initiative-consultation","Chinatown Tomorrow Planning Initiative Consultation",1,"2025-04-15T19:49:55.451631","notspecified"
"bike-share-toronto","Bike Share Toronto",4,"2025-03-27T16:51:48.752332","notspecified"
"ttc-subway-shapefiles","TTC Subway Shapefiles",1,"2025-03-26T17:53:55.123669","notspecified"
"agency-survey-results-on-covid-19-recovery-and-rebuild","Agency Survey Results on COVID-19 Recovery And Rebuild",2,"2025-03-26T16:12:13.405022",NA
"competitive-call-award-results","Competitive Contracts",1,"2025-03-25T15:43:16.337627","notspecified"
"non-competitive-contracts","Non Competitive Contracts",1,"2025-03-25T15:39:50.487825","notspecified"
"ttc-ridership-analysis","TTC Ridership Analysis",1,"2025-03-25T15:28:42.145501",NA
"waste-wizard-lookup-table","Waste Wizard",2,"2025-03-25T01:00:33.842613","notspecified"
"transformto-community-feedback","TransformTO Community Feedback",1,"2025-03-25T00:57:50.695731",NA
"toronto-office-of-recovery-and-rebuild-public-survey-results","Toronto Office of Recovery and Rebuild – Public Survey Results",2,"2025-03-25T00:54:06.665821",NA
"toronto-economic-bulletin","Toronto Economic Bulletin",1,"2025-03-25T00:51:18.858708","notspecified"
"rain-gauge-locations-and-water-collected","Rain Gauge Locations and Water Collected",1,"2025-03-25T00:36:06.348220","notspecified"
"lobbying-bylaw-public-consultation-on-amendments","Lobbying Bylaw - Public Consultation on Amendments",2,"2025-03-24T20:52:35.769081","notspecified"
"input-from-roundtables-public-and-stakeholders-on-recovery-and-rebuild","Input from Roundtables, Public and Stakeholders on Recovery and Rebuild",2,"2025-03-24T20:42:39.784546","notspecified"
"hotel-association-member-list-for-the-greater-toronto-area","Hotel Association Member List for the Greater Toronto Area",2,"2025-03-24T20:40:30.196261",NA
"elections-school-ward","Elections - School Ward",8,"2025-03-24T20:07:25.564411",NA
"elections-advance-poll-voter-turnout","Elections - Advance Poll Voter Turnout",1,"2025-03-24T20:05:57.755302","notspecified"
"election-results-official","Elections – Official Results",6,"2025-03-24T20:03:57.904622","notspecified"
"doors-open-toronto-2019","Doors Open Toronto 2019",2,"2025-03-24T19:55:46.742130",NA
"current-value-assessment-cva-tax-impact-residential-properties","Current Value Assessment (CVA)  Tax Impact Residential Properties",1,"2025-03-24T19:50:17.799604",NA
"city-of-toronto-act-cota-consultation-2015","City of Toronto Act (COTA) Consultation, 2015",3,"2025-03-24T19:44:53.480688","notspecified"
"bridges-elevated-roadways-and-culverts-in-toronto","Bridges, Elevated Roadways, and Culverts in Toronto",10,"2025-03-24T19:02:24.847560","notspecified"
"bloor-street-bike-lanes-feedback-survey","Bloor Street Bike Lanes Feedback Survey",4,"2025-03-24T18:59:55.091756",NA
"basement-flooding-by-ward","Basement flooding by ward",1,"2025-03-24T18:45:54.039045","notspecified"
"10-year-cycling-network-plan-trails-2016","10 Year Cycling Network Plan – Trails (2016)",1,"2025-03-21T20:23:13.370457","notspecified"
"10-year-cycling-network-plan-on-street-2016","10 Year Cycling Network Plan – On-Street (2016)",1,"2025-03-21T20:22:49.798265","notspecified"
"budget-capital-budget-plan-by-ward-10-year-recommended","Budget - Capital Budget & Plan By Ward (10 Year Recommended)",3,"2025-02-19T20:18:51.265043","notspecified"
"elections-campaign-contributions","Elections - Campaign Contributions",2,"2025-01-28T21:39:23.096491","open-government-licence-toronto"
"2022-2024-cycling-program","Near-term Cycling Program",2,"2025-01-08T17:25:37.577715","notspecified"
"public-notices","Public Notices",1,"2025-01-07T16:34:13.834215","notspecified"
"major-city-wide-cycling-routes","Major City-Wide Cycling Routes",1,"2025-01-03T15:59:57.780886","notspecified"
"triangular-irregular-network-tin","Triangular Irregular Network (TIN)",1,"2024-10-22T19:34:03.231047","notspecified"
"rent-bank-access-centres","Rent Bank  Access Centres",3,"2024-10-16T17:21:37.432796","notspecified"
"social-housing-unit-density-by-neighbourhoods","Social Housing Unit Density by Neighbourhoods",1,"2024-10-16T15:19:52.068747",NA
"council-business-travel-expenses","Council Business Travel Expenses",4,"2024-10-15T17:50:11.942980",NA
"head-of-household","Head of Household",3,"2024-09-09T19:37:36.870550","notspecified"
"events-at-nathan-phillips-square","Events at Nathan Phillips Square",1,"2024-08-20T20:15:11.087174","notspecified"
"ttc-bustime-real-time-next-vehicle-arrival-nvas","TTC BusTime Real-Time Next Vehicle Arrival (NVAS)",2,"2024-08-14T14:12:26.070551","notspecified"
"hr-number-of-job-applications-received-per-external-advertisement","HR Number of Job Applications Received per External Advertisement",1,"2024-08-08T00:12:30.573217",NA
"call-documents-for-the-purchase-of-goods-and-services","Solicitations for the Purchase of Goods and Services",1,"2024-08-08T00:08:43.554117","notspecified"
"child-care-licensed-child-care-spaces","Child Care -  Licensed Child Care Spaces",2,"2024-08-08T00:06:38.416247",NA
"ward-profiles-25-ward-model","Ward Profiles (25-Ward Model)",3,"2024-07-22T19:14:26.348613","notspecified"
"community-planning-boundaries","Community Planning Boundaries",3,"2024-06-26T16:09:53.874508","notspecified"
"hate-activity-policy-survey","Hate Activity Policy Survey",2,"2024-05-21T14:32:31.875357",NA
"development-charge-revenues","Development Charge Revenues",7,"2024-05-17T13:00:24.614768","open-government-licence-toronto"
"city-initiated-appeals-to-property-assessment","City Initiated Appeals To Property Assessment",7,"2024-05-15T17:55:19.981474","notspecified"
"court-services-customer-satisfaction-survey","Court Services Customer Satisfaction Survey",1,"2024-05-13T14:19:58.775764",NA
"court-services-customer-satisfaction-survey-results-2017","Court Services Customer Satisfaction Survey Results 2017",2,"2024-05-13T14:14:25.341937",NA
"community-council-boundaries-survey-results","Community Council Boundaries Survey Results",2,"2024-04-29T18:09:01.643467",NA
"wellbeing-toronto-youth-services","Wellbeing Toronto - Youth Services",3,"2024-04-03T12:43:43.636456","open-government-licence-toronto"
"wellbeing-toronto-transportation","Wellbeing Toronto - Transportation",1,"2024-04-03T12:43:43.103435",NA
"wellbeing-toronto-safety","Wellbeing Toronto - Safety",1,"2024-04-03T12:43:42.287575","open-government-licence-toronto"
"wellbeing-toronto-recreation","Wellbeing Toronto - Recreation",1,"2024-04-03T12:43:41.819411","open-government-licence-toronto"
"wellbeing-toronto-housing","Wellbeing Toronto - Housing",1,"2024-04-03T12:43:41.172435","open-government-licence-toronto"
"wellbeing-toronto-health","Wellbeing Toronto - Health",1,"2024-04-03T12:43:40.534316","open-government-licence-toronto"
"wellbeing-toronto-environment","Wellbeing Toronto - Environment",1,"2024-04-03T12:43:39.985989","open-government-licence-toronto"
"wellbeing-toronto-education","Wellbeing Toronto - Education",1,"2024-04-03T12:43:39.481155","open-government-licence-toronto"
"wellbeing-toronto-economics","Wellbeing Toronto - Economics",1,"2024-04-03T12:43:38.994265","open-government-licence-toronto"
"wellbeing-toronto-demographics-taxfiler-indicators","Wellbeing Toronto - Demographics: TaxFiler Indicators",1,"2024-04-03T12:43:38.471626","open-government-licence-toronto"
"wellbeing-toronto-demographics-nhs-indicators","Wellbeing Toronto - Demographics: NHS Indicators",2,"2024-04-03T12:43:37.697524","open-government-licence-toronto"
"wellbeing-toronto-aboriginal-service-organizations","Wellbeing Toronto - Aboriginal Service Organizations",2,"2024-04-03T12:43:34.676214",NA
"2013-street-needs-assessment-results","2013 Street Needs Assessment Results",1,"2024-02-07T13:53:38.087643","notspecified"
"2018-street-needs-assessment-results","2018 Street Needs Assessment Results",1,"2024-02-07T13:53:10.631105","notspecified"
"2021-street-needs-assessment-results","2021 Street Needs Assessment Results",1,"2024-02-07T13:39:55.161394","notspecified"
"ward-profiles-2018-47-ward-model","Ward Profiles, 2018 (47-Ward Model)",3,"2024-01-03T16:21:33.916948",NA
"ward-profiles-2014-2018-wards","Ward Profiles, 2014-2018 Wards (44-Ward Model)",7,"2024-01-03T16:20:46.925118","notspecified"
"multilingual-policy-language-survey","Multilingual Policy - Language Survey",2,"2023-12-06T16:16:28.434010",NA
